ReleaseDate,Actual,Forecast,Previous
2013-07-05,195000.0,165000.0,195000.0
2013-06-07,175000.0,170000.0,149000.0
2013-05-03,165000.0,145000.0,138000.0
2013-04-05,88000.0,200000.0,268000.0
2013-03-08,236000.0,160000.0,119000.0
2013-02-01,157000.0,160000.0,196000.0
2013-01-04,155000.0,150000.0,161000.0
2012-12-07,146000.0,93000.0,138000.0
2012-11-02,171000.0,125000.0,148000.0
2012-10-05,114000.0,113000.0,142000.0
2012-09-07,96000.0,125000.0,141000.0
2012-08-03,163000.0,100000.0,64000.0
2012-07-06,80000.0,90000.0,77000.0
2012-06-01,69000.0,150000.0,77000.0
2012-05-04,115000.0,170000.0,154000.0
2012-04-06,120000.0,203000.0,240000.0
2012-03-09,227000.0,210000.0,284000.0
2012-02-03,243000.0,150000.0,203000.0
2012-01-06,200000.0,150000.0,100000.0
2011-12-02,120000.0,120000.0,100000.0
2011-11-04,80000.0,95000.0,158000.0
2011-10-07,103000.0,53000.0,57000.0
2011-09-02,0.0,74000.0,85000.0
2011-08-05,117000.0,95000.0,46000.0
2011-07-08,18000.0,89000.0,25000.0
2011-06-03,54000.0,169000.0,232000.0
2011-05-06,244000.0,185000.0,221000.0
2011-04-01,216000.0,188000.0,194000.0
2011-03-04,192000.0,180000.0,63000.0
2011-02-04,36000.0,150000.0,121000.0
2011-01-07,103000.0,150000.0,71000.0
2010-12-03,39000.0,140000.0,172000.0
2010-11-05,151000.0,60000.0,-41000.0
2010-10-08,-95000.0,3000.0,-57000.0
2010-09-03,-54000.0,-118000.0,-54000.0
2010-08-06,-131000.0,-65000.0,-221000.0
2010-07-02,-125000.0,-100000.0,433000.0
2010-06-04,431000.0,500000.0,290000.0
2010-05-07,290000.0,187000.0,230000.0
2010-04-02,162000.0,190000.0,-14000.0
2010-03-05,-36000.0,-55000.0,-26000.0
2010-02-05,-20000.0,15000.0,-150000.0
2010-01-08,-85000.0,0.0,4000.0
2009-12-04,-11000.0,-114000.0,-111000.0
2009-11-06,-190000.0,-166000.0,-219000.0
2009-10-02,-263000.0,-190000.0,-201000.0
2009-09-04,-216000.0,-220000.0,-276000.0
2009-08-07,-247000.0,-330000.0,-443000.0
2009-07-02,-467000.0,-375000.0,-322000.0
2009-06-05,-345000.0,-521000.0,-504000.0
2009-05-08,-539000.0,-580000.0,-699000.0
2009-04-03,-663000.0,-662000.0,-651000.0
2009-03-06,-651000.0,-636000.0,-598000.0
2009-02-06,-598000.0,-530000.0,-524000.0
2009-01-09,-524000.0,-475000.0,-533000.0
2008-12-05,-533000.0,-320000.0,-240000.0
2008-11-07,-240000.0,-200000.0,-159000.0
2008-10-03,-159000.0,-100000.0,-84000.0
2008-09-05,-84000.0,-73000.0,-51000.0
2008-08-01,-51000.0,-75000.0,-62000.0
2008-07-03,-62000.0,-60000.0,-49000.0
2008-06-06,-49000.0,-57000.0,-20000.0
2008-05-02,-20000.0,-80000.0,-80000.0
2008-04-04,-80000.0,-50000.0,-63000.0
2008-03-07,-63000.0,25000.0,-17000.0
2008-02-01,-22000.0,,18000.0
2008-01-04,82000.0,,94000.0
2007-12-07,115000.0,,166000.0
2007-11-02,170000.0,,110000.0
2007-10-05,96000.0,,-4000.0
2007-09-07,93000.0,,92000.0
2007-08-03,68000.0,,132000.0
2007-07-06,69000.0,,157000.0
2007-06-01,190000.0,,88000.0
2007-05-04,80000.0,,180000.0
2007-04-06,177000.0,,97000.0
2007-03-09,97000.0,,111000.0
2007-02-02,237000.0,,172000.0
2007-01-05,172000.0,,209000.0
2006-12-08,209000.0,,3000.0
2006-11-03,3000.0,,156000.0
2006-10-06,156000.0,,185000.0
2006-09-01,185000.0,,206000.0
2006-08-04,206000.0,,77000.0
2006-07-07,77000.0,,24000.0
2006-06-02,24000.0,,182000.0
2006-05-05,182000.0,,281000.0
2006-04-07,281000.0,,315000.0
2006-03-10,315000.0,,277000.0
2006-02-03,277000.0,,158000.0
2006-01-06,158000.0,,337000.0
2005-12-02,337000.0,,84000.0
2005-11-04,84000.0,,66000.0
2005-10-07,66000.0,,196000.0
2005-09-02,196000.0,,375000.0
2005-08-05,375000.0,,243000.0
2005-07-08,243000.0,,176000.0
2005-06-03,176000.0,,363000.0
2005-05-06,363000.0,,135000.0
