PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay
6/22/09 to 6/29/09,2009-06-25,89.669998,92.169998,89.57,92.080002,279411000.0,Thursday,2009-06-26,91.769997,92.239998,91.269997,91.839996,167579000.0,Friday,2009-06-29,92.110001,92.82,91.599998,92.699997,168481300.0,Monday,0,-0.2606494296122995,1,0.0762765634611448,1,0.2939950040938565,1,0.9364122794604616,0
7/6/09 to 7/13/09,2009-07-09,88.610001,88.900002,87.910004,88.169998,163777600.0,Thursday,2009-07-10,87.699997,88.489998,87.349998,87.959999,173520300.0,Friday,2009-07-13,88.309998,90.169998,87.589996,90.099998,217413500.0,Monday,0,-0.2381751216553395,1,0.2964675129920472,1,0.3979070077069883,1,2.4329229471682954,0
7/13/09 to 7/20/09,2009-07-16,93.0,94.510002,92.82,93.110001,231174500.0,Thursday,2009-07-17,94.059998,94.32,93.540001,94.129997,138561700.0,Friday,2009-07-20,94.68,95.290001,94.190002,95.129997,164179400.0,Monday,1,1.095474158570792,1,0.0744195210380611,1,0.5843015165505676,1,1.0623605990341207,0
7/20/09 to 7/27/09,2009-07-23,95.610001,98.080002,95.529999,97.660004,258795500.0,Thursday,2009-07-24,97.199997,98.139999,96.690002,98.059998,154003100.0,Friday,2009-07-27,97.879997,98.400002,97.339996,98.349998,159259400.0,Monday,1,0.4095781114241941,1,0.8847747186658832,0,-0.1835621085776384,1,0.2957373097233862,0
7/27/09 to 8/3/09,2009-07-30,98.830002,99.830002,98.599998,98.669998,225575400.0,Thursday,2009-07-31,98.650002,99.470001,98.379997,98.809998,207358000.0,Friday,2009-08-03,99.849998,100.529999,99.309998,100.440002,175776900.0,Monday,1,0.1418871012848164,1,0.1621855010200532,1,1.0525250693760833,1,1.6496346857531703,0
8/3/09 to 8/10/09,2009-08-06,100.870003,101.019997,99.419998,99.889999,193203800.0,Thursday,2009-08-07,100.940002,102.029999,100.389999,101.199997,220640900.0,Friday,2009-08-10,100.739998,101.220001,100.269997,100.989998,130898700.0,Monday,1,1.3114405977719483,1,0.257573801118004,0,-0.4545444798777971,0,-0.2075088994320783,0
8/10/09 to 8/17/09,2009-08-13,101.260002,101.610001,100.260002,101.57,176449500.0,Thursday,2009-08-14,101.519997,101.599998,99.699997,100.790001,199616100.0,Friday,2009-08-17,98.849998,98.949997,98.110001,98.309998,237667500.0,Monday,0,-0.7679423057989461,0,-0.7190662151024293,0,-1.924797083790092,0,-2.460564515720176,0
8/17/09 to 8/24/09,2009-08-20,100.089996,101.220001,99.870003,100.989998,174131300.0,Thursday,2009-08-21,101.82,103.129997,101.620003,102.970001,224605000.0,Friday,2009-08-24,103.389999,103.949997,102.589996,102.959999,191279000.0,Monday,1,1.9605931668599463,1,1.1294450991946603,1,0.4078838457037664,0,-0.0097135086946343,0
8/24/09 to 8/31/09,2009-08-27,103.110001,103.720001,101.940002,103.400002,196230100.0,Thursday,2009-08-28,104.230003,104.349998,102.669998,103.379997,147024400.0,Friday,2009-08-31,102.370003,102.580002,101.790001,102.459999,176051600.0,Monday,0,-0.0193471949836109,0,-0.8155099064901623,0,-0.9769723634253984,0,-0.8899187721973012,0
9/7/09 to 9/14/09,2009-09-10,103.800003,104.860001,103.220001,104.790001,162902400.0,Thursday,2009-09-11,104.989998,105.300003,104.279999,104.769997,152360100.0,Friday,2009-09-14,103.879997,105.459999,103.150002,105.279999,149593800.0,Monday,0,-0.0190896076048325,0,-0.209544722536328,0,-0.8494798372476813,1,0.4867824898381929,0
9/14/09 to 9/21/09,2009-09-17,107.169998,108.059998,106.57,107.160004,229170900.0,Thursday,2009-09-18,107.150002,107.160004,106.360001,106.720001,153799100.0,Friday,2009-09-21,105.889999,107.0,105.660004,106.449997,151892000.0,Monday,0,-0.410603754736706,0,-0.4013075053419078,0,-0.7777379987093453,0,-0.2530022465048516,1
9/21/09 to 9/28/09,2009-09-24,106.410004,106.639999,104.550003,105.010002,228636800.0,Thursday,2009-09-25,104.779999,105.360001,104.089996,104.449997,204059000.0,Friday,2009-09-28,104.849998,106.550003,104.830002,106.32,118285800.0,Monday,0,-0.5332872958139776,0,-0.3149475120724208,1,0.3829593216742775,1,1.7903332251890798,0
9/28/09 to 10/5/09,2009-10-01,103.0,105.730003,102.949997,102.970001,281840600.0,Thursday,2009-10-02,102.019997,103.099998,101.989998,102.489998,224748800.0,Friday,2009-10-05,102.900002,104.32,102.599998,104.019997,149875000.0,Monday,0,-0.4661580997750951,1,0.4606949753193938,1,0.4000429388241384,1,1.4928276220670855,0
10/5/09 to 10/12/09,2009-10-08,106.550003,107.169998,105.849998,106.610001,183305800.0,Thursday,2009-10-09,106.639999,107.260002,106.360001,107.260002,135008300.0,Friday,2009-10-12,107.760002,108.089996,107.279999,107.68,118031000.0,Monday,1,0.6096998348213158,1,0.5813981674924781,1,0.4661569929860714,1,0.3915700094803343,0
10/12/09 to 10/19/09,2009-10-15,108.779999,109.709999,108.730003,109.709999,173873600.0,Thursday,2009-10-16,108.800003,109.269997,108.230003,108.889999,192069400.0,Friday,2009-10-19,109.07,110.129997,108.730003,109.790001,159530400.0,Monday,0,-0.7474250364362808,1,0.0827169094839081,1,0.1653053555450855,1,0.8265240226515206,0
10/19/09 to 10/26/09,2009-10-22,108.190002,109.68,107.5,109.330002,238444000.0,Thursday,2009-10-23,109.690002,109.760002,107.629997,108.080002,240033200.0,Friday,2009-10-26,108.199997,109.309998,106.610001,106.910004,242028200.0,Monday,0,-1.1433275195586294,0,-1.4677727875326445,1,0.1110242392482588,0,-1.0825295876659888,0
10/26/09 to 11/2/09,2009-10-29,105.190002,106.860001,104.940002,106.650002,198110600.0,Thursday,2009-10-30,106.300003,106.620003,103.440002,103.559998,325608100.0,Friday,2009-11-02,104.129997,105.410004,103.080002,104.32,254222900.0,Monday,0,-2.8973314037068723,0,-2.5776151671416327,1,0.5504046069989398,1,0.7338760280779458,0
11/2/09 to 11/9/09,2009-11-05,105.660004,106.879997,105.440002,106.849998,180015300.0,Thursday,2009-11-06,106.260002,107.400002,106.050003,107.129997,170954100.0,Friday,2009-11-09,107.949997,109.629997,107.870003,109.57,159495700.0,Monday,1,0.2620486712596884,1,0.8187417500707397,1,0.7654252057899275,1,2.27760951024762,0
11/9/09 to 11/16/09,2009-11-12,110.0,110.57,108.75,109.029999,157144500.0,Thursday,2009-11-13,109.309998,110.089996,108.75,109.620003,150963000.0,Friday,2009-11-16,110.379997,111.690002,110.32,111.209999,210922200.0,Monday,1,0.541139140980817,1,0.2836016884750138,1,0.6932986491525694,1,1.4504615549043538,0
