PrecedingWeekToFollowingWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent
10/12/15 to 10/19/15,2015-10-16,202.830002,203.289993,201.919998,203.270004,114580100,Friday,2015-10-19,202.5,203.369995,202.130005,203.369995,76523900,Monday,0,-0.3788084738759587,1,0.04919122252783968
10/19/15 to 10/26/15,2015-10-23,207.25,207.949997,206.300003,207.509995,144442300,Friday,2015-10-26,207.300003,207.369995,206.559998,207.0,69033000,Monday,0,-0.10119608937391171,0,-0.24576888453011791
10/26/15 to 11/2/15,2015-10-30,209.059998,209.440002,207.740005,207.929993,131076900,Friday,2015-11-02,208.320007,210.619995,208.169998,210.389999,86270800,Monday,1,0.1875698615543203,1,1.1830933885521715
11/2/15 to 11/9/15,2015-11-06,209.740005,210.320007,208.460007,210.039993,110471500,Friday,2015-11-09,209.309998,209.490005,206.949997,208.080002,131008700,Monday,0,-0.34755047816060547,0,-0.9331513356125479
11/9/15 to 11/16/15,2015-11-13,204.350006,204.669998,202.440002,202.539993,153577100,Friday,2015-11-16,202.320007,205.690002,202.179993,205.619995,117645200,Monday,0,-0.10861361094250942,1,1.520688311665923
11/16/15 to 11/23/15,2015-11-20,209.449997,210.119995,208.860001,209.309998,94011500,Friday,2015-11-23,209.380005,209.979996,208.520004,209.070007,64931200,Monday,1,0.03344656283452065,0,-0.11465816362962432
11/23/15 to 11/30/15,2015-11-27,209.429993,209.800003,208.860001,209.559998,37317800,Friday,2015-11-30,209.75,209.889999,208.559998,208.690002,112822700,Monday,1,0.0906671129095891,0,-0.41515365923987774
11/30/15 to 12/7/15,2015-12-04,205.610001,209.970001,205.610001,209.619995,192913900,Friday,2015-12-07,209.229996,209.729996,207.199997,208.350006,102027100,Monday,0,-0.18605047672097735,0,-0.6058529864958642
12/7/15 to 12/14/15,2015-12-11,203.350006,204.139999,201.509995,201.880005,211173300,Friday,2015-12-14,202.070007,203.050003,199.949997,202.899994,182385200,Monday,1,0.09411630438586162,1,0.5052451826519329
12/14/15 to 12/21/15,2015-12-18,202.770004,202.929993,199.830002,200.020004,251393500,Friday,2015-12-21,201.410004,201.880005,200.089996,201.669998,99094300,Monday,1,0.6949304930520781,1,0.824914492052501
12/21/15 to 12/28/15,2015-12-24,205.720001,206.330002,205.419998,205.679993,48539600,Thursday,2015-12-28,204.860001,205.259995,203.940002,205.210007,65899900,Monday,0,-0.3986736814017613,0,-0.22850350836019612
12/28/15 to 1/4/16,2015-12-31,205.130005,205.889999,203.869995,203.869995,114877900,Thursday,2016-01-04,200.490005,201.029999,198.589996,201.020004,222353500,Monday,0,-1.6579143978494688,0,-1.3979452935190335
1/4/16 to 1/11/16,2016-01-08,195.190002,195.850006,191.580002,191.919998,209817200,Friday,2016-01-11,193.009995,193.410004,189.820007,192.110001,187941300,Monday,1,0.5679434198410168,1,0.09900114734266441
1/11/16 to 1/18/16,2016-01-15,186.770004,188.759995,185.520004,187.809998,324846400,Friday,2016-01-19,189.960007,190.110001,186.199997,188.059998,195244400,Tuesday,1,1.1447787779647296,1,0.13311325417297537
1/18/16 to 1/25/16,2016-01-22,189.779999,190.759995,188.880005,190.520004,168319600,Friday,2016-01-25,189.919998,190.149994,187.410004,187.639999,130371700,Monday,0,-0.31493070932331474,0,-1.511654912625349
1/25/16 to 2/1/16,2016-01-29,190.020004,193.880005,189.880005,193.720001,210529300,Friday,2016-02-01,192.529999,194.580002,191.839996,193.649994,136061600,Monday,0,-0.6142896932981085,0,-0.03613824057331278
2/1/16 to 2/8/16,2016-02-05,190.990005,191.669998,187.199997,187.949997,180788300,Friday,2016-02-08,185.770004,186.119995,182.800003,185.419998,191526700,Monday,0,-1.159879241711292,0,-1.346102176314482
2/8/16 to 2/15/16,2016-02-12,184.960007,186.649994,183.960007,186.630005,127632400,Friday,2016-02-16,188.770004,189.809998,187.630005,189.779999,120250700,Tuesday,1,1.1466532404583007,1,1.6878282782020995
2/15/16 to 2/22/16,2016-02-19,191.169998,192.179993,190.449997,192.0,114793000,Friday,2016-02-22,193.869995,194.949997,193.789993,194.779999,103640300,Monday,1,0.9739557291666608,1,1.4479161458333354
2/22/16 to 2/29/16,2016-02-26,196.570007,196.679993,194.899994,195.089996,129833700,Friday,2016-02-29,195.110001,196.229996,193.330002,193.559998,125918100,Monday,1,0.01025424184231241,0,-0.7842524124097097
2/29/16 to 3/7/16,2016-03-04,200.009995,201.350006,199.029999,200.429993,129293600,Friday,2016-03-07,199.339996,201.070007,199.25,200.589996,100219000,Monday,0,-0.543829286068968,1,0.0798298685766144
3/7/16 to 3/14/16,2016-03-11,201.259995,202.809998,199.520004,202.759995,137964500,Friday,2016-03-14,202.160004,203.039993,201.770004,202.5,73612000,Monday,0,-0.2959119228623068,0,-0.12822795739366807
3/14/16 to 3/21/16,2016-03-18,204.169998,204.779999,203.800003,204.380005,138372400,Friday,2016-03-21,204.070007,204.940002,203.800003,204.669998,72926700,Monday,0,-0.15167726412376167,1,0.1418891246235077
3/21/16 to 3/28/16,2016-03-24,202.0,203.160004,201.740005,203.119995,84360900,Thursday,2016-03-28,203.610001,203.860001,202.710007,203.240005,62408200,Monday,1,0.24123966722233445,1,0.059083301966410415
3/28/16 to 4/4/16,2016-04-01,204.350006,207.139999,203.979996,206.919998,114423500,Friday,2016-04-04,206.830002,207.070007,205.889999,206.25,63497000,Monday,0,-0.04349313786480179,0,-0.32379567295375317
4/4/16 to 4/11/16,2016-04-08,205.339996,205.850006,203.869995,204.5,95040600,Friday,2016-04-11,205.25,206.070007,203.910004,204.020004,83757500,Monday,1,0.36674816625916873,0,-0.23471687041564784
4/11/16 to 4/18/16,2016-04-15,208.009995,208.169998,207.399994,207.779999,75761600,Friday,2016-04-18,207.779999,209.279999,207.0,209.240005,82531000,Monday,0,0.0,1,0.7026691726954878
4/18/16 to 4/25/16,2016-04-22,208.550003,209.289993,207.910004,208.970001,99251700,Friday,2016-04-25,208.259995,208.660004,207.539993,208.610001,66166500,Monday,0,-0.3397645578802446,0,-0.17227353126154468
4/25/16 to 5/2/16,2016-04-29,206.720001,207.130005,205.029999,206.330002,142424100,Friday,2016-05-02,206.919998,208.179993,206.410004,207.970001,62188000,Monday,1,0.28594775082684537,1,0.7948427199646848
5/2/16 to 5/9/16,2016-05-06,204.059998,205.770004,203.880005,205.720001,89315000,Friday,2016-05-09,205.570007,206.399994,205.360001,205.889999,74374900,Monday,0,-0.07291172431988877,1,0.08263562083105014
5/9/16 to 5/16/16,2016-05-13,206.210007,206.860001,204.380005,204.759995,96474600,Friday,2016-05-16,204.960007,207.339996,204.889999,206.779999,77486800,Monday,1,0.09768119011723299,1,0.9865227824409745
5/16/16 to 5/23/16,2016-05-20,204.919998,206.100006,204.860001,205.490005,104990400,Friday,2016-05-23,205.509995,205.839996,204.990005,205.210007,58682600,Monday,1,0.00972796706098044,0,-0.13625869540467733
5/23/16 to 5/30/16,2016-05-27,209.529999,210.25,209.470001,210.240005,64211200,Friday,2016-05-31,210.559998,210.690002,209.179993,209.839996,109879400,Tuesday,1,0.1522036683741569,0,-0.19026302819959642
5/30/16 to 6/6/16,2016-06-03,210.25,210.690002,208.860001,210.279999,101757100,Friday,2016-06-06,210.699997,211.770004,210.509995,211.350006,64887000,Monday,1,0.19973273825248236,1,0.5088486803730695
6/6/16 to 6/13/16,2016-06-10,210.460007,210.860001,209.429993,210.070007,113829200,Friday,2016-06-13,209.360001,210.369995,208.350006,208.449997,117751200,Monday,0,-0.3379854221645229,0,-0.7711762488778361
6/13/16 to 6/20/16,2016-06-17,207.169998,207.199997,205.75,206.520004,117055700,Friday,2016-06-20,208.820007,209.610001,207.75,207.850006,82789600,Monday,1,1.1136950200717621,1,0.6440063791592835
6/20/16 to 6/27/16,2016-06-24,203.630005,210.850006,202.720001,203.240005,333444400,Friday,2016-06-27,201.589996,201.600006,198.649994,199.600006,230775800,Monday,0,-0.8118524696946269,0,-1.7909854902827764
6/27/16 to 7/4/16,2016-07-01,209.479996,210.490005,209.289993,209.919998,106055300,Friday,2016-07-05,208.949997,209.080002,207.710007,208.410004,109803700,Tuesday,0,-0.46208127345732747,0,-0.719318794963025
7/4/16 to 7/11/16,2016-07-08,211.050003,212.940002,210.779999,212.649994,133971000,Friday,2016-07-11,213.190002,214.070007,212.949997,213.399994,73633900,Monday,1,0.2539421656414438,1,0.35269222720975013
7/11/16 to 7/18/16,2016-07-15,216.779999,217.009995,215.309998,215.830002,107155400,Friday,2016-07-18,215.970001,216.600006,215.669998,216.410004,58725900,Monday,1,0.0648654027256085,1,0.2687309431614512
7/18/16 to 7/25/16,2016-07-22,216.410004,217.300003,216.100006,217.240005,62787500,Friday,2016-07-25,217.0,217.059998,215.970001,216.649994,55873100,Monday,0,-0.11047919097589622,0,-0.27159408323526973
7/25/16 to 8/1/16,2016-07-29,216.460007,217.539993,216.130005,217.119995,79519400,Friday,2016-08-01,217.190002,217.649994,216.410004,216.940002,73311400,Monday,1,0.03224346058040575,0,-0.08290024140798091
8/1/16 to 8/8/16,2016-08-05,216.410004,218.229996,216.410004,218.179993,71892200,Friday,2016-08-08,218.399994,218.520004,217.740005,218.050003,39906500,Monday,1,0.10083463519040278,0,-0.059579248405234056
8/8/16 to 8/15/16,2016-08-12,218.289993,218.710007,217.990005,218.460007,61313500,Friday,2016-08-15,218.889999,219.5,218.880005,219.089996,49813500,Monday,1,0.1968287037544582,1,0.2883772680644578
8/15/16 to 8/22/16,2016-08-19,218.309998,218.75,217.740005,218.539993,75443000,Friday,2016-08-22,218.259995,218.800003,217.830002,218.529999,61368800,Monday,0,-0.12812208701773234,0,-0.00457307601359997
8/22/16 to 8/29/16,2016-08-26,217.919998,219.119995,216.25,217.289993,122506300,Friday,2016-08-29,217.440002,218.669998,217.399994,218.360001,70502200,Monday,1,0.06903631314488697,1,0.49243316971343515
8/29/16 to 9/5/16,2016-09-02,218.389999,218.869995,217.699997,218.369995,79293900,Friday,2016-09-06,218.699997,219.119995,217.860001,219.029999,56702100,Tuesday,1,0.15112057863078096,1,0.3022411572615619
9/5/16 to 9/12/16,2016-09-09,216.970001,217.029999,213.25,213.279999,221589100,Friday,2016-09-12,212.389999,216.809998,212.309998,216.339996,168110900,Monday,0,-0.4172918249122904,1,1.4347322835461986
9/12/16 to 9/19/16,2016-09-16,213.479996,213.690002,212.570007,213.369995,155236400,Friday,2016-09-19,214.130005,214.880005,213.029999,213.410004,80250500,Monday,1,0.35619347509476323,1,0.018750996361975705
9/19/16 to 9/26/16,2016-09-23,216.720001,216.880005,215.880005,215.990005,73630900,Friday,2016-09-26,215.020004,215.229996,214.009995,214.240005,89827300,Monday,0,-0.449095318091222,0,-0.8102226767391388
9/26/16 to 10/3/16,2016-09-30,215.649994,217.119995,215.360001,216.300003,117202900,Friday,2016-10-03,215.820007,216.039993,215.039993,215.779999,83512100,Monday,0,-0.22191215596053404,0,-0.2404086882976142
10/3/16 to 10/10/16,2016-10-07,216.100006,216.300003,214.190002,215.039993,89788300,Friday,2016-10-10,216.160004,216.699997,215.990005,216.160004,51855000,Monday,1,0.5208384656150806,1,0.5208384656150806
10/10/16 to 10/17/16,2016-10-14,214.149994,214.690002,213.029999,213.119995,93346200,Friday,2016-10-17,213.089996,213.389999,212.169998,212.380005,58275700,Monday,0,-0.014076107687584752,0,-0.3472175381760766
10/17/16 to 10/24/16,2016-10-21,213.880005,214.080002,212.759995,213.979996,89089100,Friday,2016-10-24,215.0,215.320007,214.479996,214.889999,60146600,Monday,1,0.47668194180170004,1,0.4252747999864384
10/24/16 to 10/31/16,2016-10-28,213.139999,213.929993,211.710007,212.539993,140623200,Friday,2016-10-31,212.929993,213.190002,212.360001,212.550003,61272500,Monday,1,0.18349487759698305,1,0.004709701858319944
10/31/16 to 11/7/16,2016-11-04,208.910004,209.889999,208.380005,208.550003,109122100,Friday,2016-11-07,208.550003,213.190002,208.550003,213.149994,109794900,Monday,0,0.0,1,2.205701718450701
11/7/16 to 11/14/16,2016-11-11,216.080002,216.699997,215.320007,216.419998,100552700,Friday,2016-11-14,217.029999,217.270004,215.720001,216.589996,94580000,Monday,1,0.2818598122341777,1,0.07855004231171879
11/14/16 to 11/21/16,2016-11-18,219.070007,219.270004,218.289993,218.5,86265800,Friday,2016-11-21,219.169998,220.179993,219.0,220.149994,72402600,Monday,1,0.3066352402745961,1,0.7551459954233375
11/21/16 to 11/28/16,2016-11-25,221.100006,221.559998,221.009995,221.520004,37872300,Friday,2016-11-28,221.160004,221.479996,220.360001,220.479996,76572500,Monday,0,-0.16251353986072228,0,-0.46948717100962145
11/28/16 to 12/5/16,2016-12-02,219.669998,220.25,219.259995,219.679993,74840300,Friday,2016-12-05,220.649994,221.399994,220.419998,221.0,67837800,Monday,1,0.4415518166918352,1,0.60087720414303
12/5/16 to 12/12/16,2016-12-09,225.410004,226.529999,225.369995,226.509995,88005800,Friday,2016-12-12,226.399994,226.960007,225.759995,226.25,102016100,Monday,0,-0.04856341990560334,0,-0.11478301432129012
12/12/16 to 12/19/16,2016-12-16,226.009995,226.080002,224.669998,225.039993,156420200,Friday,2016-12-19,225.25,226.020004,225.080002,225.529999,90341100,Monday,1,0.09331985715089774,1,0.2177417415756825
12/19/16 to 12/26/16,2016-12-23,225.429993,225.720001,225.210007,225.710007,36697800,Friday,2016-12-27,226.020004,226.729996,226.0,226.270004,42672500,Tuesday,1,0.1373430465579711,1,0.24810463986207304
12/26/16 to 1/2/17,2016-12-30,224.729996,224.830002,222.729996,223.529999,108998300,Friday,2017-01-03,225.039993,225.830002,223.880005,225.240005,91366500,Tuesday,1,0.6755218569119245,1,0.765000674473225
1/2/17 to 1/9/17,2017-01-06,226.529999,227.75,225.899994,227.210007,71559900,Friday,2017-01-09,226.910004,227.070007,226.419998,226.460007,46939700,Monday,0,-0.13203775835454457,0,-0.3300910949754075
1/9/17 to 1/16/17,2017-01-13,226.729996,227.399994,226.690002,227.050003,62717900,Friday,2017-01-17,226.309998,226.779999,225.800003,226.25,61240800,Tuesday,0,-0.3259215988647208,0,-0.35234661503175746
1/16/17 to 1/23/17,2017-01-20,226.699997,227.309998,225.970001,226.740005,129168600,Friday,2017-01-23,226.740005,226.809998,225.270004,226.149994,75061600,Monday,0,0.0,0,-0.26021477771423884
1/23/17 to 1/30/17,2017-01-27,229.419998,229.589996,228.759995,228.970001,59711100,Friday,2017-01-30,228.169998,228.199997,226.410004,227.550003,79737300,Monday,0,-0.34939205856928124,0,-0.6201677048514284
1/30/17 to 2/6/17,2017-02-03,228.820007,229.550003,228.460007,229.339996,80563200,Friday,2017-02-06,228.869995,229.330002,228.539993,228.929993,57790100,Monday,0,-0.204936342634289,0,-0.1787751840721308
2/6/17 to 2/13/17,2017-02-10,231.0,231.770004,230.619995,231.509995,66015900,Friday,2017-02-13,232.080002,233.070007,232.050003,232.770004,55182100,Monday,1,0.2462126959140593,1,0.5442568473123575
2/13/17 to 2/20/17,2017-02-17,233.949997,235.089996,233.929993,235.089996,77204100,Friday,2017-02-21,235.520004,236.690002,235.509995,236.490005,88946100,Tuesday,1,0.18291207933832565,1,0.5955204491134463
2/20/17 to 2/27/17,2017-02-24,235.460007,236.789993,235.410004,236.740005,82381600,Friday,2017-02-27,236.639999,237.309998,236.350006,237.110001,56515400,Monday,0,-0.04224296607580438,1,0.15628790748737825
2/27/17 to 3/6/17,2017-03-03,238.169998,238.610001,237.729996,238.419998,81974300,Friday,2017-03-06,237.5,238.119995,237.009995,237.710007,55391500,Monday,0,-0.38587283269752926,0,-0.2977900368911178
3/6/17 to 3/13/17,2017-03-10,237.970001,238.020004,236.589996,237.690002,81991700,Friday,2017-03-13,237.619995,237.860001,237.240005,237.809998,57256800,Monday,0,-0.029453068875822518,1,0.05048424375881601
3/13/17 to 3/20/17,2017-03-17,237.75,237.970001,237.029999,237.029999,89002100,Friday,2017-03-20,237.029999,237.360001,236.320007,236.770004,52537000,Monday,0,0.0,0,-0.10968864746947221
3/20/17 to 3/27/17,2017-03-24,234.380005,235.039993,232.960007,233.860001,112504900,Friday,2017-03-27,231.929993,233.919998,231.610001,233.619995,87454500,Monday,0,-0.8252834994215258,0,-0.10262806763608213
3/27/17 to 4/3/17,2017-03-31,235.899994,236.509995,235.679993,235.740005,73733100,Friday,2017-04-03,235.800003,236.029999,233.910004,235.330002,85546500,Monday,1,0.025450919965835803,0,-0.1739216897021738
4/3/17 to 4/10/17,2017-04-07,235.149994,236.0,234.639999,235.199997,74412300,Friday,2017-04-10,235.360001,236.259995,234.729996,235.339996,67615300,Monday,1,0.0680289124323479,1,0.05952338511297571
4/10/17 to 4/17/17,2017-04-13,233.639999,234.490005,232.509995,232.509995,92880400,Thursday,2017-04-17,233.110001,234.570007,232.880005,234.570007,68405400,Monday,1,0.25805600314085747,1,0.8859885786845424
4/17/17 to 4/24/17,2017-04-21,235.25,235.309998,234.130005,234.589996,110389800,Friday,2017-04-24,237.179993,237.410004,234.559998,237.169998,119209900,Monday,1,1.1040526212379416,1,1.0997919962452187
4/24/17 to 5/1/17,2017-04-28,238.899994,238.929993,237.929993,238.080002,63532800,Friday,2017-05-01,238.679993,239.169998,238.199997,238.679993,66882500,Monday,1,0.2520123466732786,1,0.2520123466732786
5/1/17 to 5/8/17,2017-05-05,239.190002,239.720001,238.679993,239.699997,62001300,Friday,2017-05-08,239.75,239.919998,239.169998,239.660004,48385700,Monday,1,0.020860659418366113,0,-0.016684605966019145
5/8/17 to 5/15/17,2017-05-12,239.089996,239.429993,238.669998,238.979996,53912700,Friday,2017-05-15,239.470001,240.440002,239.449997,240.300003,61918900,Monday,1,0.20504017415750417,1,0.5523504151368401
