Date,Open,High,Low,Close,Adj Close,Volume,DayOfTheWeek,WeekOf
2008-07-21,126.510002,126.800003,125.190002,126.050003,93.791916,222863000.0,Monday,7/21/08
2008-07-24,128.339996,128.410004,125.160004,125.510002,93.390129,248634500.0,Thursday,7/21/08
2008-07-25,125.889999,126.489998,125.169998,125.480003,93.367805,219131000.0,Friday,7/21/08
2008-07-28,125.510002,126.059998,123.419998,123.639999,91.998672,205201300.0,Monday,7/28/08
2008-07-31,127.400002,128.570007,126.629997,126.830002,94.372345,277402100.0,Thursday,7/28/08
2008-08-01,127.120003,127.279999,125.459999,126.160004,93.873787,248690900.0,Friday,7/28/08
2008-08-04,126.040001,126.139999,124.760002,124.989998,93.003227,188239600.0,Monday,8/4/08
2008-08-07,127.959999,128.440002,126.540001,127.010002,94.506256,246312500.0,Thursday,8/4/08
2008-08-08,126.580002,129.929993,126.379997,129.369995,96.262306,260811700.0,Friday,8/4/08
2008-08-11,129.470001,131.509995,129.229996,130.710007,97.259384,249425800.0,Monday,8/11/08
2008-08-14,127.839996,130.279999,127.75,129.539993,96.388794,239555300.0,Thursday,8/11/08
2008-08-15,129.929993,130.5,129.300003,130.169998,96.857582,181000800.0,Friday,8/11/08
2008-08-18,130.429993,130.479996,127.660004,128.389999,95.533066,172275100.0,Monday,8/18/08
2008-08-21,126.75,128.440002,126.599998,127.800003,95.094101,180609800.0,Thursday,8/18/08
2008-08-22,128.669998,129.649994,127.800003,129.649994,96.470619,167715300.0,Friday,8/18/08
2008-08-25,128.800003,129.649994,126.75,127.019997,94.51368,171936900.0,Monday,8/25/08
2008-08-28,129.279999,130.339996,129.110001,130.190002,96.872459,167537100.0,Thursday,8/25/08
2008-08-29,129.729996,130.139999,128.509995,128.789993,95.830719,189195800.0,Friday,8/25/08
2008-09-02,130.029999,130.710007,127.519997,127.989998,95.235466,252364900.0,Tuesday,9/1/08
2008-09-04,126.970001,127.230003,123.959999,124.029999,92.288872,340042500.0,Thursday,9/1/08
2008-09-05,123.290001,124.949997,122.0,124.419998,92.579063,289503400.0,Friday,9/1/08
2008-09-08,128.039993,128.240005,124.419998,126.989998,94.491386,364075300.0,Monday,9/8/08
2008-09-11,122.120003,125.739998,121.599998,125.510002,93.390129,375369400.0,Thursday,9/8/08
2008-09-12,124.290001,126.209999,123.830002,126.089996,93.821671,297851200.0,Friday,9/8/08
2008-09-15,121.629997,125.650002,119.889999,120.089996,89.357193,483607000.0,Monday,9/15/08
2008-09-18,118.050003,121.790001,113.800003,120.07,89.3423,776114700.0,Thursday,9/15/08
2008-09-19,126.699997,128.0,123.330002,124.120003,92.890396,501087800.0,Friday,9/15/08
2008-09-22,124.449997,124.75,120.360001,121.309998,90.787453,249966500.0,Monday,9/22/08
2008-09-25,119.400002,121.910004,118.440002,120.790001,90.39827,328253000.0,Thursday,9/22/08
2008-09-26,118.830002,121.5,118.510002,120.849998,90.443184,285917400.0,Friday,9/22/08
2008-09-29,119.139999,119.339996,110.970001,111.379997,83.355911,459562300.0,Monday,9/29/08
2008-10-02,114.949997,115.110001,111.059998,111.849998,83.707649,365337800.0,Thursday,9/29/08
2008-10-03,112.860001,115.449997,109.68,110.339996,82.577583,461798000.0,Friday,9/29/08
2008-10-06,107.150002,107.620003,100.639999,104.720001,78.371605,610637500.0,Monday,10/6/08
2008-10-09,99.660004,100.620003,90.25,90.699997,67.879166,534485200.0,Thursday,10/6/08
2008-10-10,86.760002,93.940002,83.580002,88.5,66.232719,871026300.0,Friday,10/6/08
2008-10-13,93.870003,101.349998,89.949997,101.349998,75.849564,455584000.0,Monday,10/13/08
2008-10-16,91.290001,94.769997,86.540001,93.769997,70.17672,708811200.0,Thursday,10/13/08
2008-10-17,91.989998,98.589996,91.650002,93.209999,69.757614,476649000.0,Friday,10/13/08
2008-10-20,95.349998,99.099998,94.089996,98.809998,73.948639,321294200.0,Monday,10/20/08
2008-10-23,90.290001,92.449997,85.809998,91.690002,68.620079,634666400.0,Thursday,10/20/08
2008-10-24,84.059998,89.919998,84.0,87.040001,65.14006,545812600.0,Friday,10/20/08
2008-10-27,85.970001,89.510002,83.699997,83.949997,62.827507,397288600.0,Monday,10/27/08
2008-10-30,95.779999,96.540001,92.900002,96.300003,72.070152,414582100.0,Thursday,10/27/08
2008-10-31,95.080002,98.57,94.480003,96.830002,72.466812,411394000.0,Friday,10/27/08
2008-11-03,96.779999,97.690002,95.949997,97.110001,72.676361,205419400.0,Monday,11/3/08
2008-11-06,94.459999,95.440002,90.059998,90.860001,67.998917,477721900.0,Thursday,11/3/08
2008-11-07,91.650002,94.0,90.5,93.860001,70.24408,380391000.0,Friday,11/3/08
2008-11-10,95.209999,95.529999,90.919998,92.629997,69.323593,301773000.0,Monday,11/10/08
2008-11-13,86.129997,91.730003,82.089996,91.169998,68.230919,753141900.0,Thursday,11/10/08
2008-11-14,89.410004,92.059998,86.519997,86.620003,64.825729,540352300.0,Friday,11/10/08
2008-11-17,86.379997,88.559998,85.160004,85.470001,63.965084,415254900.0,Monday,11/17/08
2008-11-20,80.129997,82.510002,75.050003,75.449997,56.466179,814180400.0,Thursday,11/17/08
2008-11-21,77.459999,80.900002,74.339996,79.519997,59.512157,718536500.0,Friday,11/17/08
2008-11-24,81.919998,86.989998,80.360001,85.029999,63.635784,523305300.0,Monday,11/24/08
2008-11-26,84.300003,89.190002,84.239998,88.970001,66.584465,370134200.0,Wednesday,11/24/08
2008-11-28,88.629997,90.129997,88.480003,90.089996,67.422646,118308100.0,Friday,11/24/08
2008-12-01,87.510002,87.550003,81.860001,82.110001,61.450481,369927100.0,Monday,12/1/08
2008-12-04,86.059998,88.050003,83.739998,85.300003,63.837849,444173800.0,Thursday,12/1/08
2008-12-05,83.650002,88.419998,82.239998,87.93,65.806114,471905300.0,Friday,12/1/08
2008-12-08,90.339996,92.379997,88.080002,91.0,68.103706,412859300.0,Monday,12/8/08
2008-12-11,89.540001,91.0,87.370003,87.940002,65.813599,365061000.0,Thursday,12/8/08
2008-12-12,85.550003,89.07,85.199997,88.989998,66.599403,415060400.0,Friday,12/8/08
2008-12-15,89.019997,89.150002,86.290001,87.75,65.671402,256694200.0,Monday,12/15/08
2008-12-18,91.400002,91.669998,88.209999,89.290001,66.823944,374673300.0,Thursday,12/15/08
2008-12-19,89.099998,90.620003,88.089996,88.190002,66.536476,301451300.0,Friday,12/15/08
2008-12-22,88.580002,88.669998,85.489998,87.059998,65.683922,243759500.0,Monday,12/22/08
2008-12-24,86.449997,86.870003,86.0,86.660004,65.382156,62061600.0,Wednesday,12/22/08
2008-12-26,87.239998,87.300003,86.5,87.160004,65.759377,74767700.0,Friday,12/22/08
2008-12-29,87.239998,87.330002,85.599998,86.910004,65.570755,127795900.0,Monday,12/29/08
2008-12-31,89.080002,90.970001,88.870003,90.239998,68.083145,193987200.0,Wednesday,12/29/08
2009-01-02,90.440002,93.440002,89.849998,92.959999,70.1353,227566300.0,Friday,12/29/08
2009-01-05,92.629997,93.660004,91.889999,92.849998,70.052299,240349700.0,Monday,1/5/09
2009-01-08,90.160004,91.089996,89.669998,91.040001,68.686714,263834400.0,Thursday,1/5/09
2009-01-09,91.160004,91.32,85.360001,89.089996,67.215515,330953600.0,Friday,1/5/09
2009-01-12,88.839996,88.910004,86.410004,86.949997,65.600952,277858500.0,Monday,1/12/09
2009-01-15,84.120003,85.25,81.720001,84.400002,63.677078,532647300.0,Thursday,1/12/09
2009-01-16,85.860001,85.989998,83.050003,85.059998,64.174995,399237200.0,Friday,1/12/09
2009-01-20,84.230003,85.059998,80.050003,80.57,60.787457,419855200.0,Tuesday,1/19/09
2009-01-22,82.419998,84.040001,81.169998,82.75,62.432171,427940300.0,Thursday,1/19/09
2009-01-23,80.900002,83.989998,80.57,83.110001,62.703808,386800600.0,Friday,1/19/09
2009-01-26,83.589996,85.360001,82.809998,83.68,63.133835,317978800.0,Monday,1/26/09
2009-01-29,86.110001,87.489998,84.470001,84.550003,63.790237,294392500.0,Thursday,1/26/09
2009-01-30,84.980003,85.400002,82.209999,82.830002,62.492542,383383600.0,Friday,1/26/09
2009-02-02,81.57,83.18,81.309998,82.580002,62.303913,288233300.0,Monday,2/2/09
2009-02-05,82.699997,85.290001,77.730003,84.57,63.805332,417679400.0,Thursday,2/2/09
2009-02-06,84.860001,87.339996,84.68,86.980003,65.623589,366101700.0,Friday,2/2/09
2009-02-09,86.959999,87.739998,86.32,87.099998,65.714088,240075200.0,Monday,2/9/09
2009-02-12,82.169998,83.82,81.050003,83.660004,63.118759,469302200.0,Thursday,2/9/09
2009-02-13,83.550003,84.239998,82.739998,82.760002,62.439713,293998400.0,Friday,2/9/09
2009-02-17,80.160004,82.959999,79.169998,79.220001,59.76889,478910100.0,Tuesday,2/16/09
2009-02-19,79.839996,80.150002,78.019997,78.18,58.984253,316867500.0,Thursday,2/16/09
2009-02-20,76.730003,78.339996,75.769997,77.419998,58.41087,477176600.0,Friday,2/16/09
2009-02-23,78.269997,78.269997,74.589996,74.650002,56.321014,379641400.0,Monday,2/23/09
2009-02-26,77.82,79.669998,75.529999,75.620003,57.052826,363353900.0,Thursday,2/23/09
2009-02-27,74.010002,75.690002,73.809998,73.93,55.777763,470510900.0,Friday,2/23/09
2009-03-02,72.519997,73.919998,70.370003,70.599998,53.265411,426452600.0,Monday,3/2/09
2009-03-05,70.099998,71.730003,68.169998,68.800003,51.90736,485549400.0,Thursday,3/2/09
2009-03-06,69.400002,70.449997,67.099998,68.919998,51.997902,490470000.0,Friday,3/2/09
2009-03-09,67.949997,70.0,67.730003,68.110001,51.386795,379905300.0,Monday,3/9/09
2009-03-12,72.620003,75.75,71.970001,75.5,56.962307,409702700.0,Thursday,3/9/09
2009-03-13,76.010002,76.980003,74.730003,76.089996,57.407433,337474700.0,Friday,3/9/09
2009-03-16,76.959999,77.970001,75.809998,75.860001,57.233917,360644900.0,Monday,3/16/09
2009-03-19,80.93,81.0,78.690002,78.940002,59.557648,428520400.0,Thursday,3/16/09
2009-03-20,78.760002,78.910004,76.529999,76.709999,58.28944,371078200.0,Friday,3/16/09
2009-03-23,78.739998,82.290001,78.309998,82.220001,62.476307,419933300.0,Monday,3/23/09
2009-03-26,82.25,83.300003,81.32,83.110001,63.152584,422025200.0,Thursday,3/23/09
2009-03-27,82.050003,82.529999,81.309998,81.610001,62.012791,322332300.0,Friday,3/23/09
2009-03-30,79.800003,79.870003,77.959999,78.790001,59.869965,324108500.0,Monday,3/30/09
2009-04-02,83.080002,84.610001,81.129997,83.43,63.395775,476230700.0,Thursday,3/30/09
2009-04-03,83.489998,84.279999,82.669998,84.260002,64.026428,284646300.0,Friday,3/30/09
2009-04-06,83.339996,84.279999,82.290001,83.599998,63.52491,264866600.0,Monday,4/6/09
2009-04-08,82.059998,82.940002,81.540001,82.529999,62.711864,230402800.0,Wednesday,4/6/09
2009-04-09,84.669998,85.82,84.330002,85.809998,65.204239,269653500.0,Thursday,4/6/09
2009-04-13,84.919998,86.540001,84.580002,85.830002,65.219414,224847500.0,Monday,4/13/09
2009-04-16,85.93,87.150002,84.769997,86.5,65.728554,335202900.0,Thursday,4/13/09
2009-04-17,86.830002,87.650002,86.139999,87.080002,66.16925,262649000.0,Friday,4/13/09
2009-04-20,85.540001,87.050003,83.339996,83.43,63.395775,293690100.0,Monday,4/20/09
2009-04-23,84.709999,85.419998,83.629997,85.370003,64.869911,324903700.0,Thursday,4/20/09
2009-04-24,86.029999,87.309998,85.690002,86.660004,65.850121,287703000.0,Friday,4/20/09
2009-04-27,85.68,87.010002,85.540001,85.839996,65.227028,289581600.0,Monday,4/27/09
2009-04-30,88.550003,89.019997,86.919998,87.419998,66.427635,301419800.0,Thursday,4/27/09
2009-05-01,87.440002,88.209999,86.720001,87.889999,66.784767,236110300.0,Friday,4/27/09
2009-05-04,88.550003,90.940002,88.379997,90.879997,69.056763,287120000.0,Monday,5/4/09
2009-05-07,93.010002,93.150002,90.279999,90.860001,69.041557,317728000.0,Thursday,5/4/09
2009-05-08,92.029999,93.220001,91.440002,92.980003,70.652466,299081700.0,Friday,5/4/09
2009-05-11,91.699997,92.110001,91.040001,91.239998,69.330307,247923600.0,Monday,5/11/09
2009-05-14,88.720001,90.120003,88.5,89.440002,67.962563,260098700.0,Thursday,5/11/09
2009-05-15,89.370003,90.0,88.150002,88.709999,67.407845,271502700.0,Friday,5/11/09
2009-05-18,89.550003,91.339996,88.57,91.230003,69.322731,241447400.0,Monday,5/18/09
2009-05-21,89.459999,89.800003,88.260002,89.209999,67.787781,258988400.0,Thursday,5/18/09
2009-05-22,89.459999,90.0,88.68,89.019997,67.643417,166811900.0,Friday,5/18/09
2009-05-26,88.360001,91.559998,88.32,91.300003,69.375923,236318500.0,Tuesday,5/25/09
2009-05-28,90.459999,91.339996,89.099998,90.919998,69.087173,289095000.0,Thursday,5/25/09
2009-05-29,91.419998,93.699997,90.68,92.529999,70.310555,258641500.0,Friday,5/25/09
2009-06-01,93.669998,95.169998,93.43,94.769997,72.012642,276246800.0,Monday,6/1/09
2009-06-04,94.0,94.669998,93.300003,94.529999,71.830284,210102300.0,Thursday,6/1/09
2009-06-05,95.489998,95.669998,93.800003,94.550003,71.845474,284257900.0,Friday,6/1/09
2009-06-08,93.839996,95.099998,93.040001,94.160004,71.549118,238565100.0,Monday,6/8/09
2009-06-11,94.580002,96.110001,94.559998,94.82,72.050652,275414200.0,Thursday,6/8/09
2009-06-12,94.400002,95.139999,94.0,95.080002,72.248222,184361800.0,Friday,6/8/09
2009-06-15,93.959999,94.019997,92.400002,92.900002,70.59166,224190500.0,Monday,6/15/09
2009-06-18,91.690002,92.669998,91.25,92.220001,70.074982,211725100.0,Thursday,6/15/09
2009-06-19,92.580002,92.699997,91.519997,92.040001,70.333275,215655600.0,Friday,6/15/09
2009-06-22,91.139999,91.190002,89.25,89.279999,68.224205,251913600.0,Monday,6/22/09
2009-06-25,89.669998,92.169998,89.57,92.080002,70.363853,279411000.0,Thursday,6/22/09
2009-06-26,91.769997,92.239998,91.269997,91.839996,70.180428,167579000.0,Friday,6/22/09
2009-06-29,92.110001,92.82,91.599998,92.699997,70.837608,168481300.0,Monday,6/29/09
2009-07-01,92.339996,93.230003,92.209999,92.330002,70.554886,173041100.0,Wednesday,6/29/09
2009-07-02,91.129997,92.360001,89.760002,89.809998,68.629196,212309900.0,Thursday,6/29/09
2009-07-06,88.940002,89.93,88.660004,89.800003,68.621536,174499600.0,Monday,7/6/09
2009-07-09,88.610001,88.900002,87.910004,88.169998,67.375969,163777600.0,Thursday,7/6/09
2009-07-10,87.699997,88.489998,87.349998,87.959999,67.215523,173520300.0,Friday,7/6/09
2009-07-13,88.309998,90.169998,87.589996,90.099998,68.8508,217413500.0,Monday,7/13/09
2009-07-16,93.0,94.510002,92.82,93.110001,71.150925,231174500.0,Thursday,7/13/09
2009-07-17,94.059998,94.32,93.540001,94.129997,71.930382,138561700.0,Friday,7/13/09
2009-07-20,94.68,95.290001,94.190002,95.129997,72.694519,164179400.0,Monday,7/20/09
2009-07-23,95.610001,98.080002,95.529999,97.660004,74.627869,258795500.0,Thursday,7/20/09
2009-07-24,97.199997,98.139999,96.690002,98.059998,74.93351,154003100.0,Friday,7/20/09
2009-07-27,97.879997,98.400002,97.339996,98.349998,75.155098,159259400.0,Monday,7/27/09
2009-07-30,98.830002,99.830002,98.599998,98.669998,75.399658,225575400.0,Thursday,7/27/09
2009-07-31,98.650002,99.470001,98.379997,98.809998,75.506622,207358000.0,Friday,7/27/09
2009-08-03,99.849998,100.529999,99.309998,100.440002,76.75222,175776900.0,Monday,8/3/09
2009-08-06,100.870003,101.019997,99.419998,99.889999,76.33194,193203800.0,Thursday,8/3/09
2009-08-07,100.940002,102.029999,100.389999,101.199997,77.332977,220640900.0,Friday,8/3/09
2009-08-10,100.739998,101.220001,100.269997,100.989998,77.172485,130898700.0,Monday,8/10/09
2009-08-13,101.260002,101.610001,100.260002,101.57,77.615715,176449500.0,Thursday,8/10/09
2009-08-14,101.519997,101.599998,99.699997,100.790001,77.019661,199616100.0,Friday,8/10/09
2009-08-17,98.849998,98.949997,98.110001,98.309998,75.124557,237667500.0,Monday,8/17/09
2009-08-20,100.089996,101.220001,99.870003,100.989998,77.172485,174131300.0,Thursday,8/17/09
2009-08-21,101.82,103.129997,101.620003,102.970001,78.685555,224605000.0,Friday,8/17/09
2009-08-24,103.389999,103.949997,102.589996,102.959999,78.67791,191279000.0,Monday,8/24/09
2009-08-27,103.110001,103.720001,101.940002,103.400002,79.014122,196230100.0,Thursday,8/24/09
2009-08-28,104.230003,104.349998,102.669998,103.379997,78.998825,147024400.0,Friday,8/24/09
2009-08-31,102.370003,102.580002,101.790001,102.459999,78.295807,176051600.0,Monday,8/31/09
2009-09-03,100.400002,100.769997,99.589996,100.650002,76.912689,143572300.0,Thursday,8/31/09
2009-09-04,100.849998,102.089996,100.550003,102.059998,77.990158,142687900.0,Friday,8/31/09
2009-09-08,103.0,103.050003,102.389999,102.940002,78.662628,132909100.0,Tuesday,9/7/09
2009-09-10,103.800003,104.860001,103.220001,104.790001,80.076302,162902400.0,Thursday,9/7/09
2009-09-11,104.989998,105.300003,104.279999,104.769997,80.061005,152360100.0,Friday,9/7/09
2009-09-14,103.879997,105.459999,103.150002,105.279999,80.450768,149593800.0,Monday,9/14/09
2009-09-17,107.169998,108.059998,106.57,107.160004,81.887375,229170900.0,Thursday,9/14/09
2009-09-18,107.150002,107.160004,106.360001,106.720001,81.939568,153799100.0,Friday,9/14/09
2009-09-21,105.889999,107.0,105.660004,106.449997,81.732277,151892000.0,Monday,9/21/09
2009-09-24,106.410004,106.639999,104.550003,105.010002,80.62664,228636800.0,Thursday,9/21/09
2009-09-25,104.779999,105.360001,104.089996,104.449997,80.196655,204059000.0,Friday,9/21/09
2009-09-28,104.849998,106.550003,104.830002,106.32,81.632469,118285800.0,Monday,9/28/09
2009-10-01,103.0,105.730003,102.949997,102.970001,79.060318,281840600.0,Thursday,9/28/09
2009-10-02,102.019997,103.099998,101.989998,102.489998,78.691765,224748800.0,Friday,9/28/09
2009-10-05,102.900002,104.32,102.599998,104.019997,79.866531,149875000.0,Monday,10/5/09
2009-10-08,106.550003,107.169998,105.849998,106.610001,81.855125,183305800.0,Thursday,10/5/09
2009-10-09,106.639999,107.260002,106.360001,107.260002,82.354179,135008300.0,Friday,10/5/09
2009-10-12,107.760002,108.089996,107.279999,107.68,82.676651,118031000.0,Monday,10/12/09
2009-10-15,108.779999,109.709999,108.730003,109.709999,84.235298,173873600.0,Thursday,10/12/09
2009-10-16,108.800003,109.269997,108.230003,108.889999,83.605713,192069400.0,Friday,10/12/09
2009-10-19,109.07,110.129997,108.730003,109.790001,84.296768,159530400.0,Monday,10/19/09
2009-10-22,108.190002,109.68,107.5,109.330002,83.94355,238444000.0,Thursday,10/19/09
2009-10-23,109.690002,109.760002,107.629997,108.080002,82.983795,240033200.0,Friday,10/19/09
2009-10-26,108.199997,109.309998,106.610001,106.910004,82.085464,242028200.0,Monday,10/26/09
2009-10-29,105.190002,106.860001,104.940002,106.650002,81.885834,198110600.0,Thursday,10/26/09
2009-10-30,106.300003,106.620003,103.440002,103.559998,79.513336,325608100.0,Friday,10/26/09
2009-11-02,104.129997,105.410004,103.080002,104.32,80.096863,254222900.0,Monday,11/2/09
2009-11-05,105.660004,106.879997,105.440002,106.849998,82.039406,180015300.0,Thursday,11/2/09
2009-11-06,106.260002,107.400002,106.050003,107.129997,82.254364,170954100.0,Friday,11/2/09
2009-11-09,107.949997,109.629997,107.870003,109.57,84.127831,159495700.0,Monday,11/9/09
2009-11-12,110.0,110.57,108.75,109.029999,83.713196,157144500.0,Thursday,11/9/09
2009-11-13,109.309998,110.089996,108.75,109.620003,84.166191,150963000.0,Friday,11/9/09
2009-11-16,110.379997,111.690002,110.32,111.209999,85.387016,210922200.0,Monday,11/16/09
2009-11-19,110.510002,111.309998,109.129997,109.82,84.319756,208734600.0,Thursday,11/16/09
2009-11-20,109.25,109.760002,109.010002,109.43,84.020317,134196000.0,Friday,11/16/09
2009-11-23,110.720001,111.739998,110.599998,110.82,85.087578,148010200.0,Monday,11/23/09
2009-11-25,111.169998,111.5,110.82,111.379997,85.517532,109564800.0,Wednesday,11/23/09
2009-11-27,108.400002,110.32,108.290001,109.57,84.127831,126001800.0,Friday,11/23/09
2009-11-30,109.480003,110.199997,108.120003,109.940002,84.411903,160874800.0,Monday,11/30/09
2009-12-03,111.550003,112.18,110.290001,110.379997,84.749725,167324900.0,Thursday,11/30/09
2009-12-04,111.839996,112.379997,110.040001,111.010002,85.233437,274907800.0,Friday,11/30/09
2009-12-07,110.910004,111.529999,110.489998,110.839996,85.102936,127973800.0,Monday,12/7/09
2009-12-10,110.699997,111.120003,110.449997,110.639999,84.949364,138014600.0,Thursday,12/7/09
2009-12-11,111.110001,111.360001,110.610001,111.110001,85.310226,124854000.0,Friday,12/7/09
2009-12-14,111.870003,112.0,111.129997,111.870003,85.893761,107141500.0,Monday,12/14/09
2009-12-17,110.720001,110.93,110.080002,110.18,84.596176,183390100.0,Thursday,12/14/09
2009-12-18,110.199997,110.300003,109.279999,110.209999,85.074776,174591200.0,Friday,12/14/09
2009-12-21,110.760002,111.699997,110.760002,111.330002,85.939331,118039600.0,Monday,12/21/09
2009-12-23,112.0,112.110001,111.5,111.949997,86.417931,111783100.0,Wednesday,12/21/09
2009-12-24,112.190002,112.599998,112.0,112.480003,86.827042,39677500.0,Thursday,12/21/09
2009-12-28,112.900002,112.989998,112.32,112.720001,87.012314,87508500.0,Monday,12/28/09
2009-12-30,112.230003,112.650002,112.169998,112.519997,86.857925,73138400.0,Wednesday,12/28/09
2009-12-31,112.769997,112.800003,111.389999,111.440002,86.024239,90637900.0,Thursday,12/28/09
2010-01-04,112.370003,113.389999,111.510002,113.330002,87.4832,118944600.0,Monday,1/4/10
2010-01-07,113.5,114.330002,113.18,114.190002,88.147049,131091100.0,Thursday,1/4/10
2010-01-08,113.889999,114.620003,113.660004,114.57,88.440369,126402800.0,Friday,1/4/10
2010-01-11,115.080002,115.129997,114.239998,114.730003,88.563934,106375700.0,Monday,1/11/10
2010-01-14,114.489998,115.139999,114.419998,114.93,88.718269,115718800.0,Thursday,1/11/10
2010-01-15,114.730003,114.839996,113.199997,113.639999,87.722511,212283100.0,Friday,1/11/10
2010-01-19,113.620003,115.129997,113.589996,115.059998,88.818604,139172700.0,Tuesday,1/18/10
2010-01-21,113.919998,114.269997,111.559998,111.699997,86.224953,344859600.0,Thursday,1/18/10
2010-01-22,111.199997,111.739998,109.089996,109.209999,84.302834,345942400.0,Friday,1/18/10
2010-01-25,110.209999,110.410004,109.410004,109.769997,84.735138,186937500.0,Monday,1/25/10
2010-01-28,110.190002,110.25,107.910004,108.57,83.808784,316104000.0,Thursday,1/25/10
2010-01-29,109.040001,109.800003,107.220001,107.389999,82.897919,310677600.0,Friday,1/25/10
2010-02-01,108.150002,109.07,107.5,109.059998,84.187042,187865000.0,Monday,2/1/10
2010-02-04,108.980003,109.029999,106.419998,106.440002,82.164558,356715700.0,Thursday,2/1/10
2010-02-05,106.559998,106.879997,104.580002,106.660004,82.334404,493585800.0,Friday,2/1/10
2010-02-08,106.739998,107.330002,105.809998,105.889999,81.73999,224166900.0,Monday,2/8/10
2010-02-11,106.870003,108.25,106.25,108.129997,83.469162,223591600.0,Thursday,2/8/10
2010-02-12,106.989998,108.099998,106.510002,108.040001,83.399666,304622100.0,Friday,2/8/10
2010-02-16,108.860001,109.849998,107.82,109.739998,84.711945,159317500.0,Tuesday,2/15/10
2010-02-18,110.080002,111.139999,110.040001,110.910004,85.615128,193708600.0,Thursday,2/15/10
2010-02-19,110.620003,111.57,110.360001,111.139999,85.792648,222684900.0,Friday,2/15/10
2010-02-22,111.550003,111.580002,110.830002,111.160004,85.808113,132346900.0,Monday,2/22/10
2010-02-25,109.239998,110.75,108.940002,110.669998,85.429848,259634700.0,Thursday,2/22/10
2010-02-26,110.769997,111.120003,110.110001,110.739998,85.48391,173589300.0,Friday,2/22/10
2010-03-01,111.199997,112.0,111.169998,111.889999,86.371605,147709700.0,Monday,3/1/10
2010-03-04,112.449997,112.800003,112.029999,112.639999,86.950554,135770400.0,Thursday,3/1/10
2010-03-05,113.370003,114.339996,113.099998,114.25,88.193367,176118800.0,Friday,3/1/10
2010-03-08,114.260002,114.519997,114.07,114.269997,88.208794,114631200.0,Monday,3/8/10
2010-03-11,114.699997,115.480003,114.349998,115.449997,89.119713,160791100.0,Thursday,3/8/10
2010-03-12,115.949997,115.970001,115.139999,115.459999,89.127396,162074800.0,Friday,3/8/10
2010-03-15,115.260002,115.57,114.599998,115.489998,89.150551,146816800.0,Monday,3/15/10
2010-03-18,117.110001,117.269997,116.57,117.040001,90.347092,196509100.0,Thursday,3/15/10
2010-03-19,115.970001,117.290001,115.519997,115.970001,89.889748,226641100.0,Friday,3/15/10
2010-03-22,115.309998,116.800003,115.239998,116.589996,90.370285,184477800.0,Monday,3/22/10
2010-03-25,117.629997,118.169998,116.510002,116.650002,90.416847,223396300.0,Thursday,3/22/10
2010-03-26,116.870003,117.419998,116.120003,116.580002,90.362602,205808500.0,Friday,3/22/10
2010-03-29,117.169998,117.529999,116.690002,117.32,90.936157,134513500.0,Monday,3/29/10
2010-03-31,116.949997,117.519997,116.610001,117.0,90.68811,161078700.0,Wednesday,3/29/10
2010-04-01,117.800003,118.25,117.099998,117.800003,91.308243,161215200.0,Thursday,3/29/10
2010-04-05,118.25,118.839996,117.919998,118.760002,92.052345,105847600.0,Monday,4/5/10
2010-04-08,117.949997,118.970001,117.599998,118.769997,92.060059,158704000.0,Thursday,4/5/10
2010-04-09,119.019997,119.599998,118.800003,119.550003,92.664658,133006500.0,Friday,4/5/10
2010-04-12,119.699997,120.050003,119.559998,119.739998,92.811943,110279000.0,Monday,4/12/10
2010-04-15,120.989998,121.57,120.949997,121.290001,94.013359,144615300.0,Thursday,4/12/10
2010-04-16,120.860001,121.290001,118.75,119.360001,92.51741,366786700.0,Friday,4/12/10
2010-04-19,119.010002,119.93,118.470001,119.809998,92.866196,217947800.0,Monday,4/19/10
2010-04-22,119.809998,121.169998,119.120003,121.019997,93.804054,115360300.0,Thursday,4/19/10
2010-04-23,120.940002,121.860001,120.629997,121.809998,94.416397,177335500.0,Friday,4/19/10
2010-04-26,121.849998,122.120003,121.230003,121.349998,94.059853,143457300.0,Monday,4/26/10
2010-04-29,120.099998,121.110001,120.07,120.860001,93.680046,193775000.0,Thursday,4/26/10
2010-04-30,120.879997,121.010002,118.779999,118.809998,92.091095,270000900.0,Friday,4/26/10
2010-05-03,119.379997,120.68,119.199997,120.349998,93.284744,182747900.0,Monday,5/3/10
2010-05-06,116.260002,117.0,105.0,112.940002,87.541183,647356600.0,Thursday,5/3/10
2010-05-07,112.639999,113.769997,109.410004,111.260002,86.238991,637558800.0,Friday,5/3/10
2010-05-10,115.809998,116.650002,114.910004,116.160004,90.037048,396159600.0,Monday,5/10/10
2010-05-13,117.129997,117.68,115.889999,115.989998,89.905251,234452500.0,Thursday,5/10/10
2010-05-14,115.120003,115.330002,112.870003,113.889999,88.277504,345601400.0,Friday,5/10/10
2010-05-17,114.199997,114.519997,111.769997,113.949997,88.32402,325739800.0,Monday,5/17/10
2010-05-20,109.379997,109.889999,107.470001,107.540001,83.355545,530418300.0,Thursday,5/17/10
2010-05-21,105.910004,109.379997,105.360001,109.110001,84.572479,500909400.0,Friday,5/17/10
2010-05-24,108.519997,109.389999,107.610001,107.709999,83.487335,269823000.0,Monday,5/24/10
2010-05-27,109.190002,110.800003,108.779999,110.760002,85.851402,300870500.0,Thursday,5/24/10
2010-05-28,110.639999,110.720001,108.849998,109.370003,84.77401,297933500.0,Friday,5/24/10
