"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","UnemploymentRateOutcome","wasItPresidentialElectionWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","FOMCPivotAction","PrecedingWeekFridayMonth","UnemploymentActualMinusPreviousInPercent","isItLastFridayOfTheMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","FridayVolumeMinusThursdayVolume","wasFridayOpenHigherThanThursdayClose","wasFridayHighHigherThanThursdayHigh","wasFridayLowLowerThanThursdayLow","wasFridayHighLowerThanThursdayLow","wasFridayLowHigherThanThursdayHigh","PrecedingWeekFridayHighMinusPrecedingWeekFridayOpen","FridayCloseMinusThursdayHighInPercent","wasFridayCloseHigherThanThursdayHigh","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"2004-02-23 to 2004-03-01","2/26/04",105.879997,106.25,105.519997,105.940002,4878100,"Thursday","",0,"2/27/04",106.010002,106.660004,105.739998,106.07,5151000,"Friday",1.055943913,"3/1/04",106.449997,107.089996,106.169998,106.959999,5244100,"Monday",1,0.122709078295077,1,0.056596546,1,0.358251154897712,1.003582512,1,0.839067596869995,0,0,"Baseline","",0,0,0,"","","","","","Feb",0,1,0,0,1.05594391258892,"Even","Even",272900,1,1,1,0,0,0.650002000000001,-0.169411764705889,0,1,1,1,1
"2004-03-01 to 2004-03-08","3/4/04",106.110001,106.220001,105.790001,105.889999,4216400,"Thursday","",0,"3/5/04",105.480003,106.690002,105.389999,106.199997,6828600,"Friday",1.619533251,"3/8/04",106.260002,106.540001,105.160004,105.190002,3972000,"Monday",1,0.292754748255303,1,0.682588148959381,1,0.056501885,1.000565019,0,-0.9510311,0,0,"Baseline","",0,0,0,"","","","","","Mar",0,0,0,0,1.61953325111469,"Odd","Odd",2612200,0,1,0,0,0,1.20999900000001,-0.0188326113836133,0,1,0,1,1
"2004-03-08 to 2004-03-15","3/11/04",102.620003,103.470001,101.389999,101.5,14357500,"Thursday","",0,"3/12/04",101.849998,102.660004,101.760002,102.5,8724500,"Friday",0.607661501,"3/15/04",102.339996,102.349998,101.129997,101.449997,9750500,"Monday",1,0.985221674876847,1,0.638195397902709,0,-0.156101463,0.998438985,0,-1.024393171,0,0,"Baseline","",0,0,0,"","","","","","Mar",0,0,0,0,0.607661500957688,"Odd","Odd",-5633000,1,0,1,0,0,0.810006000000001,-0.937470755412476,0,0,0,0,0
"2004-03-15 to 2004-03-22","3/18/04",102.919998,103.529999,102.349998,103.309998,9918500,"Thursday","",0,"3/19/04",103.050003,103.279999,101.870003,101.940002,7337600,"Friday",0.739789283,"3/22/04",101.300003,101.32,100.190002,100.720001,9303500,"Monday",0,-1.326102049,0,-1.077147955,0,-0.627819293,0.993721807,0,-1.196783379,1,0,"Baseline","",0,0,0,"","","","","","Mar",0,0,0,0,0.739789282653627,"Odd","Odd",-2580900,0,0,0,0,0,0.229996,-1.53578384560788,0,1,1,0,0
"2004-03-22 to 2004-03-29","3/25/04",101.199997,102.370003,100.989998,102.160004,7684300,"Thursday","",0,"3/26/04",102.099998,102.849998,101.870003,102.199997,5376500,"Friday",0.69967336,"3/29/04",102.900002,103.620003,102.860001,103.519997,6766500,"Monday",1,0.039147414,1,0.097942215,1,0.684936419322991,1.006849364,1,1.29158516511503,0,0,"Baseline","",0,0,0,"","","","","","Mar",0,1,0,0,0.699673359967726,"Odd","Odd",-2307800,0,1,1,0,0,0.75,-0.166070132868904,0,1,1,1,1
"2004-03-29 to 2004-04-05","4/1/04",103.599998,104.370003,103.559998,104.080002,7655300,"Thursday","",0,"4/2/04",105.150002,105.239998,104.400002,104.959999,7605000,"Friday",0.993429389,"4/5/04",104.940002,105.809998,104.769997,105.660004,3395500,"Monday",1,0.845500560232506,0,-0.180697096,0,-0.01905202,0.99980948,1,0.666925501780926,0,0,"Upbeat","",0,0,0,"","","","","","Apr",0,0,0,0,0.993429388789466,"Even","Even",-50300,1,1,1,0,1,0.0899959999999993,0.565292692384036,1,0,0,1,1
"2004-04-12 to 2004-04-19","4/15/04",104.220001,104.529999,103.400002,103.879997,7101300,"Thursday","",0,"4/16/04",104.260002,104.75,103.860001,104.660004,5904400,"Friday",0.831453396,"4/19/04",104.419998,104.669998,104.099998,104.470001,3748300,"Monday",1,0.75087314451886,1,0.383658154926949,0,-0.229319693,0.997706803,0,-0.181543085,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,0.831453395857097,"Even","Even",-1196900,1,1,1,0,0,0.489998,0.124370995162831,1,0,0,1,1
"2004-04-19 to 2004-04-26","4/22/04",103.199997,105.169998,103.120003,104.809998,9166100,"Thursday","",0,"4/23/04",104.75,105.010002,104.279999,104.919998,4820600,"Friday",0.525916148,"4/26/04",104.93,105.339996,104.360001,104.949997,3700700,"Monday",1,0.104951819577378,1,0.162289260143205,1,0.009532978,1.00009533,1,0.0285922613151303,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,0,0,0,0.525916147543666,"Even","Even",-4345500,0,0,1,0,0,0.260002,-0.237710378201205,0,1,1,1,1
"2004-04-26 to 2004-05-03","4/29/04",103.82,104.269997,102.349998,103.059998,11963400,"Thursday","",0,"4/30/04",103.300003,103.550003,102.349998,102.349998,6158900,"Friday",0.514811843,"5/3/04",102.669998,103.519997,102.660004,103.300003,6128000,"Monday",0,-0.68891909,0,-0.919656314,1,0.312652668542316,1.003126527,1,0.92819249493293,0,0,"Baseline","",0,0,0,"","","","","","Apr",0,1,0,0,0.514811842787168,"Even","Even",-5804500,1,0,0,0,0,0.25,-1.84137245155958,0,1,1,0,0
"2004-05-03 to 2004-05-10","5/6/04",102.82,103.18,101.910004,102.599998,9045900,"Thursday","",0,"5/7/04",102.07,103.029999,101.150002,101.150002,8867700,"Friday",0.980300468,"5/10/04",100.610001,101,99.519997,99.910004,17582000,"Monday",0,-1.41325149,0,-0.901340257,0,-0.533861581,0.994661384,0,-1.225900124,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,0.980300467615163,"Odd","Even",-178200,0,0,0,0,0,0.95999900000001,-1.96743361116496,0,1,1,1,1
"2004-05-10 to 2004-05-17","5/13/04",100.32,101.080002,99.989998,100.230003,10827100,"Thursday","",0,"5/14/04",100.199997,101,99.720001,100.449997,8797800,"Friday",0.812572157,"5/17/04",99.5,99.970001,98.989998,99.559998,6814900,"Monday",1,0.21948916832817,1,0.249501005474082,0,-0.945741193,0.990542588,0,-0.886011973,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,0.812572156902587,"Odd","Even",-2029300,0,0,0,0,0,0.800003000000004,-0.623273632305624,0,1,0,1,1
"2004-05-17 to 2004-05-24","5/20/04",99.879997,100.150002,99.419998,100.019997,8190900,"Thursday","",0,"5/21/04",99.949997,100.529999,99.550003,99.800003,6336900,"Friday",0.773651247,"5/24/04",100.419998,100.629997,99.419998,99.860001,6829100,"Monday",0,-0.219950017,0,-0.150069039,1,0.62123745627543,1.006212375,1,0.060118235,0,0,"Baseline","",0,0,0,"","","","","","May",0,0,0,0,0.773651247115702,"Odd","Even",-1854000,0,1,1,0,0,0.580002000000007,-0.349474780839242,0,1,1,1,1
"2004-05-31 to 2004-06-07","6/3/04",102.489998,102.989998,101.970001,102.129997,7500200,"Thursday","",0,"6/4/04",102.760002,103.199997,102.410004,102.660004,4636700,"Friday",0.618210181,"6/7/04",103.169998,104.089996,103.120003,103.980003,5772300,"Monday",1,0.51895331,0,-0.097312182,1,0.496779641660647,1.004967796,1,1.2857967548881,0,0,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,0.618210181061838,"Even","Odd",-2863500,1,1,1,0,0,0.439994999999996,-0.320413638613722,0,0,0,1,1
"2004-06-14 to 2004-06-21","6/17/04",103.849998,104.129997,103.589996,103.949997,2779500,"Thursday","",0,"6/18/04",103.849998,104.529999,103.760002,104.220001,3919400,"Friday",1.410109732,"6/21/04",104.25,104.550003,103.75,103.809998,4152200,"Monday",1,0.259744115240331,1,0.356285996269347,1,0.028784302,1.000287843,0,-0.393401455,1,0,"Baseline","",0,0,0,"","","","","","Jun",0,0,0,0,1.41010973196618,"Even","Odd",1139900,0,1,1,0,0,0.680001000000004,0.0864342673514082,1,1,1,0,0
"2004-06-21 to 2004-06-28","6/24/04",104.779999,105.050003,104.470001,104.610001,4658200,"Thursday","",0,"6/25/04",104.540001,104.989998,103.919998,104.050003,3581100,"Friday",0.768773346,"6/28/04",104.57,104.790001,103.5,103.620003,6769100,"Monday",0,-0.535319754,0,-0.46871819,1,0.499756833260244,1.004997568,0,-0.413262842,0,0,"Baseline","",0,0,0,"","","","","","Jun",0,1,0,0,0.768773345927611,"Even","Odd",-1077100,0,0,0,0,0,0.449996999999996,-0.951927626313347,0,1,1,1,1
"2004-07-05 to 2004-07-12","7/8/04",102.360001,102.900002,101.860001,102.07,8076400,"Thursday","",0,"7/9/04",102.32,102.620003,102.099998,102.370003,3660200,"Friday",0.453196969,"7/12/04",102.300003,102.790001,101.800003,102.57,5886500,"Monday",1,0.293918879200552,1,0.048869234,0,-0.068379406,0.999316206,1,0.195366800956327,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.45319696894656,"Even","Odd",-4416200,1,0,1,0,0,0.300003000000004,-0.515062186296171,0,0,0,0,0
"2004-07-12 to 2004-07-19","7/15/04",102.480003,102.540001,101.57,101.610001,4528300,"Thursday","",0,"7/16/04",102.43,102.489998,101.459999,101.699997,5944900,"Friday",1.31283263,"7/19/04",101.610001,101.690002,100.779999,100.949997,9645400,"Monday",1,0.088570022,0,-0.71268476,0,-0.088491645,0.999115084,0,-0.737463149,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,1.31283263034693,"Even","Odd",1416600,1,0,0,0,0,0.0599979999999931,-0.819196403167587,0,0,0,1,1
"2004-07-19 to 2004-07-26","7/22/04",100.169998,100.970001,99.629997,100.519997,11667800,"Thursday","",0,"7/23/04",100.32,100.330002,99.5,99.82,6837100,"Friday",0.585980219,"7/26/04",100.07,100.25,99.309998,99.779999,8701800,"Monday",0,-0.696375866,0,-0.498405104,1,0.250450811460629,1.002504508,0,-0.040073132,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,0,0,0,0.585980219064434,"Even","Odd",-4830700,0,0,0,0,0,0.0100020000000001,-1.13895314312219,0,1,1,1,1
"2004-07-26 to 2004-08-02","7/29/04",101.730003,101.889999,101.050003,101.540001,7651300,"Thursday","",0,"7/30/04",101.400002,101.800003,101.059998,101.75,3943800,"Friday",0.51544182,"8/2/04",101.279999,102.230003,101.160004,101.940002,6024000,"Monday",1,0.206814061386503,1,0.345165673665371,0,-0.461917445,0.995380826,1,0.186734152334159,0,0,"Baseline","",0,0,0,"","","","","","Jul",0,1,0,0,0.515441820344255,"Even","Odd",-3707500,0,0,1,0,0,0.400001000000003,-0.137402101652786,0,1,1,1,1
"2004-08-02 to 2004-08-09","8/5/04",101.5,101.5,99.650002,99.720001,8179900,"Thursday","",0,"8/6/04",99.110001,99.379997,98.150002,98.370003,9082800,"Friday",1.110380322,"8/9/04",98.43,98.839996,98.309998,98.419998,5095100,"Monday",0,-1.353788595,0,-0.746643116,1,0.060991154,1.000609912,1,0.0508234202249743,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,1.11038032249783,"Even","Even",902900,0,0,0,1,0,0.269996000000006,-3.08374088669951,0,0,0,0,0
"2004-08-09 to 2004-08-16","8/12/04",99.279999,99.480003,98.32,98.580002,6939400,"Thursday","",0,"8/13/04",98.699997,98.900002,98.169998,98.699997,4192700,"Friday",0.604187682,"8/16/04",98.669998,100.029999,98.660004,99.800003,5697000,"Monday",1,0.121723470851627,0,0,0,-0.030394125,0.999696059,1,1.11449446143348,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.604187681932156,"Even","Even",-2746700,1,0,0,0,0,0.200005000000004,-0.784083209165163,0,0,0,0,0
"2004-08-16 to 2004-08-23","8/19/04",101.010002,101.18,100.32,100.849998,5510900,"Thursday","",0,"8/20/04",100.389999,101.440002,100.309998,101.25,5462800,"Friday",0.991271843,"8/23/04",101.269997,101.449997,100.809998,100.900002,4521700,"Monday",1,0.396630647429463,1,0.856660034432311,1,0.0197501234567937,1.000197501,0,-0.345677037,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,0,0,0,0.991271843074634,"Even","Even",-48100,0,1,0,0,0,1.050003,0.0691836331290702,1,1,1,1,1
"2004-08-23 to 2004-08-30","8/26/04",101.849998,102.080002,101.68,101.870003,4238800,"Thursday","",0,"8/27/04",101.910004,102.25,101.720001,102.160004,2971100,"Friday",0.700929508,"8/30/04",101.940002,102.089996,101.309998,101.410004,4482800,"Monday",1,0.284677522,1,0.245314483551585,0,-0.215350422,0.997846496,0,-0.734142493,0,0,"Baseline","",0,0,0,"","","","","","Aug",0,1,0,0,0.70092950835142,"Even","Even",-1267700,1,1,1,0,0,0.339995999999999,0.0783718636682702,1,1,1,1,1
"2004-09-06 to 2004-09-13","9/9/04",103.370003,103.57,102.870003,103,5990800,"Thursday","",0,"9/10/04",103,103.379997,102.559998,103.230003,3670200,"Friday",0.61263938,"9/13/04",103.459999,103.720001,103.18,103.5,4570500,"Monday",1,0.223303883495142,1,0.223303883495142,1,0.222799567292466,1.002227996,1,0.261548960722207,0,0,"Baseline","",0,0,0,"","","","","","Sep",0,0,0,0,0.612639380383254,"Even","Even",-2320600,0,0,0,0,0,0.379997000000003,-0.328277493482666,0,1,1,1,1
"2004-09-13 to 2004-09-20","9/16/04",102.669998,103.099998,102.580002,102.75,5572200,"Thursday","",0,"9/17/04",102.870003,103.300003,102.690002,103.010002,4894400,"Friday",0.878360432,"9/20/04",102.559998,102.699997,102.010002,102.150002,6733300,"Monday",1,0.253043309002433,1,0.136093123279099,0,-0.436854666,0.995631453,0,-0.834870385,1,0,"Baseline","",0,0,0,"","","","","","Sep",0,0,0,0,0.878360432145293,"Even","Even",-677800,1,1,1,0,0,0.430000000000007,-0.0872900113926281,0,0,0,0,0
"2004-09-20 to 2004-09-27","9/23/04",101.18,101.220001,100.400002,100.449997,7438900,"Thursday","",0,"9/24/04",100.489998,100.940002,100.489998,100.720001,5528200,"Friday",0.743147508,"9/27/04",100.379997,100.580002,100,100.160004,5243000,"Monday",1,0.268794433114816,1,0.228881485299658,0,-0.337573468,0.996624265,0,-0.555993839,0,0,"Baseline","",0,0,0,"","","","","","Sep",0,1,0,0,0.743147508368173,"Even","Even",-1910700,1,0,1,0,0,0.450004000000007,-0.493973518138969,0,1,1,1,1
"2004-09-27 to 2004-10-04","9/30/04",100.720001,101.07,100.550003,100.870003,6375100,"Thursday","BASELINE",0,"10/1/04",101.339996,102.190002,101.220001,102.160004,7370500,"Friday",1.156138727,"10/4/04",102.650002,102.879997,102.260002,102.309998,5422400,"Monday",1,1.27887475129747,1,0.80916521843952,1,0.479637804242842,1.004796378,1,0.146822625418057,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","","Oct",0,0,0,0,1.15613872723565,"Even","Even",995400,1,1,1,0,1,0.850006000000008,1.07846443059267,1,0,0,1,1
"2004-10-04 to 2004-10-11","10/7/04",102.410004,102.43,101.43,101.440002,6821900,"Thursday","",0,"10/8/04",101.199997,101.730003,100.589996,100.699997,7265900,"Friday",1.065084507,"10/11/04",100.959999,101.25,100.910004,101.139999,3549500,"Monday",0,-0.729500183,0,-0.494071161,1,0.258194645229235,1.002581946,1,0.436943409,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,1.06508450724871,"Even","Even",444000,0,0,0,0,0,0.530006,-1.68896124182369,0,1,1,1,1
"2004-10-11 to 2004-10-18","10/14/04",100.139999,100.239998,99,99.18,8125100,"Thursday","",0,"10/15/04",99.419998,99.949997,99.07,99.470001,7489800,"Friday",0.921810193,"10/18/04",99.040001,99.800003,98.75,99.629997,9897800,"Monday",1,0.292398669086499,1,0.05029471,0,-0.432291139,0.995677089,1,0.160848495417233,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.921810193105316,"Even","Even",-635300,1,0,1,0,0,0.529998999999989,-0.768153447090056,0,0,0,1,1
"2004-10-18 to 2004-10-25","10/21/04",98.989998,99.25,98.199997,98.940002,12984900,"Thursday","",0,"10/22/04",98.940002,99.040001,97.669998,97.760002,10885700,"Friday",0.838335297,"10/25/04",97.519997,97.970001,97.269997,97.68,8935700,"Monday",0,-1.192641981,0,-1.192641981,0,-0.245504291,0.997544957,0,-0.081835105,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,0,0,0,0.838335297152847,"Even","Even",-2099200,0,0,0,0,0,0.0999989999999968,-1.50125743073048,0,1,1,1,1
"2004-10-25 to 2004-11-01","10/28/04",100.019997,100.650002,99.730003,100.269997,7890500,"Thursday","",0,"10/29/04",100.120003,100.639999,100.089996,100.379997,5304700,"Friday",0.672289462,"11/1/04",100.489998,100.970001,100.300003,100.709999,6267300,"Monday",1,0.109703803022952,1,0.259682373361501,1,0.109584581876404,1.001095846,1,0.328752749414799,0,0,"Baseline","",0,0,0,"","","","","","Oct",0,1,0,0,0.672289462011279,"Even","Even",-2585800,0,0,1,0,0,0.519996000000006,-0.26826129620941,0,1,1,1,1
"2004-11-01 to 2004-11-08","11/4/04",101.57,103.449997,101.5,103.32,9474700,"Thursday","",1,"11/5/04",103.709999,104.43,103.5,104.220001,8309800,"Friday",0.877051516,"11/8/04",104.029999,104.330002,103.82,104.290001,5256900,"Monday",1,0.871081107239647,1,0.491757790876076,0,-0.182308576,0.998176914,1,0.067165611,0,0,"Shock","",0,0,0,"","","","","","Nov",0,0,1,0,0.877051516142991,"Even","Even",-1164900,1,1,1,0,1,0.720001000000011,0.744324816171817,1,0,0,1,1
"2004-11-08 to 2004-11-15","11/11/04",104.489998,105.260002,104.419998,105.089996,4604100,"Thursday","",0,"11/12/04",105.190002,105.760002,105,105.650002,4875200,"Friday",1.058882301,"11/15/04",105.540001,105.839996,105.400002,105.730003,4601700,"Monday",1,0.532882312,1,0.43730391791417,0,-0.104118313,0.998958817,1,0.075722668,0,0,"Baseline","",0,0,1,"11/10/04","Hike","Match","","","Nov",0,0,0,0,1.0588823005582,"Even","Even",271100,1,1,1,0,0,0.569999999999993,0.370511108293538,1,0,0,1,1
"2004-11-15 to 2004-11-22","11/18/04",105.919998,106.099998,105.730003,106,4714100,"Thursday","",0,"11/19/04",105.660004,105.699997,104.290001,104.57,6968500,"Friday",1.4782249,"11/22/04",104.370003,105,104.230003,104.800003,8335900,"Monday",0,-1.349056604,0,-1.031614574,0,-0.191256575,0.998087434,1,0.219951228841934,0,0,"Baseline","",0,0,0,"","","","","","Nov",0,0,0,0,1.47822489976878,"Even","Even",2254400,0,0,0,1,0,0.0399929999999955,-1.44203395743703,0,0,0,0,0
"2004-11-29 to 2004-12-06","12/2/04",105.449997,106.269997,105.360001,105.839996,8250700,"Thursday","",0,"12/3/04",105.660004,106.389999,105.559998,105.690002,7206400,"Friday",0.873428921,"12/6/04",105.68,105.730003,105.239998,105.349998,3494200,"Monday",0,-0.141717692,1,0.0283910646075749,0,-0.009463525,0.999905365,0,-0.321699303,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.873428921182445,"Even","Even",-1044300,0,1,1,0,0,0.729995000000002,-0.545774928364773,0,1,1,1,1
"2004-12-06 to 2004-12-13","12/9/04",104.529999,105.599998,104.160004,105.379997,8913400,"Thursday","",0,"12/10/04",105.190002,105.75,105.110001,105.5,5999500,"Friday",0.673087711,"12/13/04",105.900002,106.459999,105.529999,106.449997,7457100,"Monday",1,0.113876450385548,1,0.294702913,1,0.379148815165877,1.003791488,1,0.90047109004739,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.673087710637916,"Even","Even",-2913900,0,1,1,0,0,0.559997999999993,-0.0946950775510425,0,1,1,1,1
"2004-12-13 to 2004-12-20","12/16/04",106.830002,107.290001,106.620003,107.160004,8572800,"Thursday","",0,"12/17/04",106.360001,106.980003,106.220001,106.529999,8222200,"Friday",0.95910321,"12/20/04",106.760002,107.150002,106.349998,106.620003,6136000,"Monday",0,-0.587910579,1,0.159832642348327,1,0.215904442090529,1.002159044,1,0.084487,1,0,"Baseline","",0,0,0,"","","","","","Dec",0,0,0,0,0.959103210153042,"Even","Even",-350600,0,0,0,0,0,0.620001999999999,-0.708362375725954,0,1,1,0,0
"2004-12-27 to 2005-01-03","12/30/04",108.25,108.410004,107.769997,107.849998,2786600,"Thursday","",0,"12/31/04",107.93,108.190002,107.470001,107.510002,4262800,"Friday",1.529749516,"1/3/05",108.150002,108.589996,106.93,107.32,11691300,"Monday",0,-0.315248963,0,-0.389139257,1,0.595293449999192,1.005952934,0,-0.176729603,0,0,"Baseline","",0,0,0,"","","","","","Dec",0,1,0,0,1.52974951553865,"Even","Even",1476200,1,0,0,0,0,0.260002,-0.83018353177074,0,1,1,1,1
"2005-01-03 to 2005-01-10","1/6/05",106.129997,106.660004,105.830002,106.040001,8238900,"Thursday","",0,"1/7/05",106.330002,106.5,105.629997,105.839996,8555700,"Friday",1.038451735,"1/10/05",105.839996,106.629997,105.769997,106.199997,6028100,"Monday",0,-0.188612786,0,-0.460835127,0,0,1,1,0.340137012098902,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,1.03845173506172,"Odd","Odd",316800,1,0,0,0,0,0.169998000000007,-0.768805521514889,0,1,0,1,1
"2005-01-17 to 2005-01-24","1/20/05",105.059998,105.480003,104.580002,104.760002,8661700,"Thursday","",0,"1/21/05",104.949997,105.029999,103.779999,103.839996,7901200,"Friday",0.912199684,"1/24/05",104.110001,104.309998,103.620003,103.75,9877700,"Monday",0,-0.878203496,0,-1.057647481,1,0.260020233436833,1.002600202,0,-0.086667954,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,0,0,0,0.912199683664869,"Odd","Odd",-760500,1,0,0,0,0,0.0800020000000075,-1.5548037100454,0,1,0,1,1
"2005-01-24 to 2005-01-31","1/27/05",104.449997,104.830002,104.209999,104.57,8393800,"Thursday","",0,"1/28/05",104.540001,104.650002,103.760002,104.440002,7791600,"Friday",0.92825657,"1/31/05",104.980003,105.050003,104.480003,104.800003,5333900,"Monday",0,-0.124316726,0,-0.095656207,1,0.517044226023655,1.005170442,1,0.344696469844952,0,0,"Baseline","",0,0,0,"","","","","","Jan",0,1,0,0,0.928256570325717,"Odd","Odd",-602200,0,0,0,0,0,0.110000999999997,-0.372030900085251,0,1,1,1,1
"2005-01-31 to 2005-02-07","2/3/05",105.699997,105.949997,105.440002,105.900002,4818700,"Thursday","",0,"2/4/05",105.800003,107.209999,105.760002,107,6413300,"Friday",1.330919128,"2/7/05",106.93,107.269997,106.910004,107.010002,3710300,"Monday",1,1.03871386140295,1,1.13421263324538,0,-0.065420561,0.999345794,1,0.009347664,0,0,"Baseline","",0,0,1,"2/2/05","Hike","Match","","","Feb",0,0,0,0,1.33091912756553,"Even","Even",1594600,0,1,1,0,0,1.40999599999999,0.991036365956673,1,1,1,1,1
"2005-02-07 to 2005-02-14","2/10/05",107.029999,107.699997,106.93,107.5,5221000,"Thursday","",0,"2/11/05",107.419998,108.389999,107.139999,108.089996,4722600,"Friday",0.90453936,"2/14/05",108.010002,108.120003,107.839996,107.980003,3689300,"Monday",1,0.548833488372092,1,0.623718127419805,0,-0.074006849,0.999259932,0,-0.101760574,0,0,"Baseline","",0,0,0,"","","","","","Feb",0,0,0,0,0.904539360275809,"Even","Even",-498400,0,1,1,0,0,0.970000999999996,0.362116073225149,1,1,1,1,1
"2005-02-21 to 2005-02-28","2/24/05",106.580002,107.550003,106.360001,107.410004,7124200,"Thursday","",0,"2/25/05",107.43,108.419998,107.300003,108.360001,4984900,"Friday",0.699713652,"2/28/05",108.110001,108.980003,107.260002,107.699997,7471500,"Monday",1,0.884458583578487,1,0.865680908498548,0,-0.230712438,0.997692876,0,-0.609084527,0,0,"Baseline","",0,0,0,"","","","","","Feb",0,1,0,0,0.699713652059179,"Even","Even",-2139300,1,1,1,0,0,0.989998,0.753136194705632,1,1,1,0,0
