PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial
2/26/18 to 3/5/18,3/1/18,271.410004,273.170013,266,267.700012,176855100,Thursday,3/2/18,265.799988,269.720001,264.820007,269.079987,139083200,Friday,0.786424593,3/5/18,267.730011,272.890015,267.609985,272.190002,97307400,Monday,1,0.5154930661713986,1,1.234010213725078,0,-0.501700634,0.994982994,1,1.1557957299886357,0,0,Baseline,Baseline,0.2000000000000028,1,0,,,,
3/5/18 to 3/12/18,3/8/18,273.549988,274.23999,272.420013,274.100006,66901200,Thursday,3/9/18,275.700012,278.869995,275.339996,278.869995,113625300,Friday,1.698404513,3/12/18,279.200012,279.910004,278.079987,278.519989,71924800,Monday,1,1.7402367368062042,1,1.1497942916302817,1,0.1183408060806247,1.001183408,0,-0.125508662,0,1,Baseline,,,0,0,,,,
3/12/18 to 3/19/18,3/15/18,275.880005,276.609985,274.429993,275,83433000,Thursday,3/16/18,274.5,275.390015,274.140015,274.200012,100343700,Friday,1.202685988,3/19/18,273.350006,274.399994,268.619995,270.48999,109208400,Monday,0,-0.290904727,0,-0.109285246,0,-0.309994881,0.996900051,0,-1.353034952,1,0,Baseline,Baseline,2.700000000000003,1,0,,,,
3/19/18 to 3/26/18,3/22/18,267.910004,268.869995,263.359985,263.670013,148785900,Thursday,3/23/18,264.170013,264.540009,257.829987,258.049988,183534800,Friday,1.233549684,3/26/18,262.130005,265.429993,259.410004,265.109985,141956100,Monday,0,-2.13146157,0,-2.31669936,1,1.581095597648312,1.015810956,1,2.735902859,0,0,Baseline,,,0,1,3/21/18,Hike,Match,
4/2/18 to 4/9/18,4/5/18,265.549988,266.640015,264.320007,265.640015,82652600,Thursday,4/6/18,263.420013,265.109985,258,259.720001,179521200,Friday,2.171997009,4/9/18,261.369995,264.839996,259.940002,261,105442900,Monday,0,-2.228585178,0,-1.404605504,1,0.6352972407388803,1.006352972,1,0.4928380544708126,0,1,Baseline,,,0,0,,,,
4/9/18 to 4/16/18,4/12/18,265.26001,267,265.059998,265.929993,68890500,Thursday,4/13/18,267.410004,267.540009,264.01001,265.149994,85079200,Friday,1.234991762,4/16/18,267,268.200012,266.070007,267.329987,63405300,Monday,0,-0.293309901,0,-0.845147888,1,0.6977205513344299,1.006977206,1,0.8221735053103658,0,0,Baseline,Baseline,-2.8,1,0,,,,
4/16/18 to 4/23/18,4/19/18,269.649994,269.880005,267.720001,268.890015,77655900,Thursday,4/20/18,268.809998,269.059998,265.609985,266.609985,99953100,Friday,1.287128216,4/23/18,267.26001,267.890015,265.350006,266.570007,65558000,Monday,0,-0.84794149,0,-0.818426776,1,0.2438111985940916,1.002438112,0,-0.014994937,0,0,Baseline,,,0,0,,,,
4/23/18 to 4/30/18,4/26/18,264.790009,267.25,264.290009,266.309998,67731900,Thursday,4/27/18,267,267.339996,265.5,266.559998,57053600,Friday,0.842344597,4/30/18,267.26001,267.890015,264.429993,264.51001,82182300,Monday,1,0.093875559,0,-0.164794757,1,0.2626095457878924,1.002626095,0,-0.769053127,0,0,Baseline,Baseline,0.7999999999999972,1,0,,,,
4/30/18 to 5/7/18,5/3/18,262.26001,263.359985,259.049988,262.619995,136311500,Thursday,5/4/18,261.519989,266.790009,261.149994,266.019989,91222100,Friday,0.669217931,5/7/18,266.890015,268.019989,266.109985,266.920013,55304900,Monday,1,1.2946439969279535,1,1.7207097695312306,1,0.3270528666926589,1.003270529,1,0.3383294629036217,0,1,Baseline,,,0,1,5/2/18,Pause,Match,
5/7/18 to 5/14/18,5/10/18,270.339996,272.390015,270.220001,272.019989,72063900,Thursday,5/11/18,272.160004,273.149994,271.579987,272.850006,59871500,Friday,0.830811266,5/14/18,273.339996,274.079987,272.359985,272.980011,54790600,Monday,1,0.3051308850688903,1,0.2535280679963514,1,0.1795821840663538,1.001795822,1,0.047647058,0,0,Baseline,Baseline,0.2999999999999971,1,0,,,,
5/14/18 to 5/21/18,5/17/18,271.940002,273.230011,271.130005,272.01001,56536400,Thursday,5/18/18,271.619995,272.029999,270.929993,271.329987,64368000,Friday,1.138523146,5/21/18,273.01001,273.980011,272.570007,273.369995,58025900,Monday,0,-0.249999256,0,-0.106769754,1,0.619180732,1.006191807,1,0.7518549728158135,0,0,Baseline,,,0,0,,,,
5/28/18 to 6/4/18,5/31/18,272.149994,272.48999,270.26001,270.940002,93519900,Thursday,6/1/18,272.410004,273.940002,272.329987,273.600006,71258400,Friday,0.761959754,6/4/18,274.529999,275.190002,274.26001,274.899994,45385200,Monday,1,0.9817686500201676,1,0.4368422534144497,1,0.3399097147680499,1.003399097,1,0.4751418024457152,0,1,Baseline,,,0,0,,,,
6/4/18 to 6/11/18,6/7/18,277.950012,278.279999,276.339996,277.369995,72969400,Thursday,6/8/18,276.850006,278.25,276.660004,278.190002,72139700,Friday,0.98862948,6/11/18,278.440002,279.369995,278.309998,278.559998,58892500,Monday,1,0.2956365197324156,1,0.4840151601802693,1,0.089866637,1.000898666,1,0.1330011852834361,0,0,Baseline,,,0,0,,,,
6/11/18 to 6/18/18,6/14/18,279.01001,279.329987,278.059998,278.730011,77097600,Thursday,6/15/18,276.600006,277.51001,275.350006,277.130005,120041600,Friday,1.55700826,6/18/18,275.48999,276.700012,274.950012,276.559998,52917600,Monday,0,-0.574034348,1,0.1916120710423901,0,-0.591785433,0.994082146,0,-0.205682167,1,0,Baseline,Baseline,0.7999999999999972,1,1,6/13/18,Hike,Match,
6/18/18 to 6/25/18,6/21/18,275.959991,275.980011,273.679993,274.23999,71061400,Thursday,6/22/18,275.660004,275.790009,274.48999,274.73999,54898500,Friday,0.772550217,6/25/18,273.440002,273.619995,269.100006,271,137854200,Monday,1,0.1823220603238791,0,-0.333749542,0,-0.473170287,0.995268297,0,-1.361283445,0,0,Baseline,,,0,0,,,,
6/25/18 to 7/2/18,6/28/18,269.290009,271.75,268.48999,270.890015,76650500,Thursday,6/29/18,272.119995,273.660004,271.149994,271.279999,97592500,Friday,1.273214134,7/2/18,269.51001,272.040009,269.23999,271.859985,63554800,Monday,1,0.143963963,0,-0.30868588,0,-0.652458348,0.993475417,1,0.2137960786412489,0,0,Baseline,Baseline,-1,1,0,,,,
7/2/18 to 7/9/18,7/5/18,272.170013,273.179993,270.959991,273.109985,56925900,Thursday,7/6/18,273.140015,275.839996,272.709991,275.420013,66493700,Friday,1.168074637,7/9/18,276.549988,277.959991,276.5,277.899994,50550400,Monday,1,0.8458233410982716,1,0.8347359869625759,1,0.4102733812593356,1.004102734,1,0.9004360187870623,0,1,Baseline,,,0,0,,,,
7/9/18 to 7/16/18,7/12/18,278.279999,279.429993,277.600006,279.369995,60124700,Thursday,7/13/18,279.170013,279.929993,278.660004,279.589996,48216000,Friday,0.801933315,7/16/18,279.640015,279.799988,278.839996,279.339996,48201000,Monday,1,0.078748972,1,0.1504398683392983,1,0.017890125,1.000178901,0,-0.089416647,0,0,Baseline,Baseline,-1,1,0,,,,
7/16/18 to 7/23/18,7/19/18,280.309998,280.73999,279.459991,280,61412100,Thursday,7/20/18,279.769989,280.480011,279.5,279.679993,82337700,Friday,1.340740668,7/23/18,279.450012,280.429993,279.059998,280.200012,47047600,Monday,0,-0.114288214,0,-0.032167853,0,-0.082230051,0.999177699,1,0.1859335715872928,0,0,Baseline,,,0,0,,,,
7/23/18 to 7/30/18,7/26/18,283.200012,284.109985,283.089996,283.339996,57919500,Thursday,7/27/18,283.709991,283.820007,280.380005,281.420013,76768700,Friday,1.325437892,7/30/18,281.51001,281.690002,279.359985,279.950012,63742500,Monday,0,-0.677625124,0,-0.807154514,1,0.031979602,1.000319796,0,-0.522351266,0,0,Baseline,Baseline,0.8000000000000114,1,0,,,,
7/30/18 to 8/6/18,8/2/18,279.390015,282.579987,279.160004,282.390015,63426400,Thursday,8/3/18,282.529999,283.660004,282.329987,283.600006,53935400,Friday,0.850361994,8/6/18,283.640015,284.98999,283.200012,284.640015,39400900,Monday,1,0.4284822181124224,1,0.3787233227576773,1,0.014107546,1.000141075,1,0.3667168469664975,0,1,Baseline,,,0,1,8/1/18,Pause,Match,
8/6/18 to 8/13/18,8/9/18,285.529999,285.970001,284.920013,285.070007,35717000,Thursday,8/10/18,283.450012,284.059998,282.359985,283.160004,77076000,Friday,2.157963995,8/13/18,283.470001,284.160004,281.769989,282.100006,65732900,Monday,0,-0.67001191,0,-0.102313631,1,0.1094776789168324,1.001094777,0,-0.374345948,0,0,Baseline,,,0,0,,,,
8/13/18 to 8/20/18,8/16/18,283.399994,285.040009,283.359985,284.059998,69967900,Thursday,8/17/18,283.829987,285.559998,283.369995,285.059998,65618500,Friday,0.937837208,8/20/18,285.570007,285.970001,285.059998,285.670013,39807500,Monday,1,0.3520383042458516,1,0.4333618913916909,1,0.1789128617056849,1.001789129,1,0.2139953007366455,0,0,Baseline,Baseline,-2.8,1,0,,,,
8/20/18 to 8/27/18,8/23/18,285.970001,286.940002,285.429993,285.790009,49204900,Thursday,8/24/18,286.440002,287.670013,286.380005,287.51001,57487400,Friday,1.168326732,8/27/18,288.859985,289.899994,288.679993,289.779999,57072400,Monday,1,0.6018408432185692,1,0.3735539703005692,1,0.4695401735751642,1.004695402,1,0.7895339017935245,0,0,Baseline,,,0,0,,,,
9/3/18 to 9/10/18,9/6/18,289.149994,289.48999,287,288.160004,65909900,Thursday,9/7/18,286.980011,288.700012,286.709991,287.600006,73524800,Friday,1.115534996,9/10/18,288.73999,289.040009,287.880005,288.100006,50210900,Monday,0,-0.194335783,1,0.2160411792583063,1,0.3963782949295105,1.003963783,1,0.1738525693911146,0,1,Baseline,,,0,0,,,,
9/10/18 to 9/17/18,9/13/18,290.320007,291.040009,290,290.829987,51034200,Thursday,9/14/18,291.059998,291.269989,290,290.880005,55079900,Friday,1.079274291,9/17/18,290.820007,290.859985,289.029999,289.339996,68244000,Monday,1,0.017198364,0,-0.061840514,0,-0.020626375,0.999793736,0,-0.529431028,0,0,Baseline,Baseline,4.099999999999994,1,0,,,,
9/17/18 to 9/24/18,9/20/18,292.640015,293.940002,291.23999,293.579987,100360600,Thursday,9/21/18,293.089996,293.220001,291.809998,291.98999,105479700,Friday,1.051007069,9/24/18,291.339996,291.5,290.369995,291.019989,53409600,Monday,0,-0.541589029,0,-0.37531339,0,-0.222608316,0.997773917,0,-0.332203511,1,0,Baseline,,,0,0,,,,
9/24/18 to 10/1/18,9/27/18,290.410004,291.910004,290.100006,290.690002,59249500,Thursday,9/28/18,289.98999,291.279999,289.950012,290.720001,70091400,Friday,1.182987198,10/1/18,292.109985,292.929993,290.980011,291.730011,62078900,Monday,1,0.010319928,1,0.2517366202881856,1,0.4781177749101513,1.004781178,1,0.3474167571979217,0,0,Baseline,Baseline,-0.4,1,1,9/26/18,Hike,Match,
10/1/18 to 10/8/18,10/4/18,291.179993,291.23999,287.660004,289.440002,111545900,Thursday,10/5/18,289.690002,290.269989,286.220001,287.820007,105951700,Friday,0.949848448,10/8/18,287.049988,288.220001,285.5,287.820007,87742200,Monday,0,-0.559699761,0,-0.645515892,0,-0.267534911,0.997324651,0,0,0,1,Baseline,,,0,0,,,,
10/8/18 to 10/15/18,10/11/18,277.079987,278.899994,270.359985,272.170013,274840500,Thursday,10/12/18,276.769989,277.089996,272.369995,275.950012,183186500,Friday,0.666519308,10/15/18,275.549988,277.040009,274.299988,274.399994,102263700,Monday,1,1.3888374249370494,0,-0.296266587,0,-0.144962487,0.998550375,0,-0.561702458,0,0,Baseline,Baseline,-1.4,1,0,,,,
10/15/18 to 10/22/18,10/18/18,279.399994,280.070007,274.970001,276.399994,134557500,Thursday,10/19/18,277.130005,279.299988,275.470001,276.25,139901600,Friday,1.039716106,10/22/18,277,277.359985,274.410004,275.01001,82415800,Monday,0,-0.054267006,0,-0.317542303,1,0.2714932126696832,1.002714932,0,-0.448865158,0,0,Baseline,,,0,0,,,,
10/22/18 to 10/29/18,10/25/18,267.380005,271.809998,266.230011,270.079987,138061500,Thursday,10/26/18,265.920013,271,262.290009,265.329987,201574600,Friday,1.46003484,10/29/18,268.799988,270.25,259.850006,263.859985,160749100,Monday,0,-1.758738236,0,-0.221881006,1,1.307805815,1.013078058,0,-0.554027842,0,0,Baseline,Baseline,-0.4,1,0,,,,
10/29/18 to 11/5/18,11/1/18,271.600006,273.730011,270.380005,273.51001,99495000,Thursday,11/2/18,274.75,275.230011,269.589996,271.890015,122634100,Friday,1.232565456,11/5/18,272.440002,274.01001,271.350006,273.390015,65622500,Monday,0,-0.592298249,0,-1.040940855,1,0.2022828973693599,1.002022829,1,0.5516936692213578,0,1,Baseline,,,0,0,,,,
11/5/18 to 11/12/18,11/8/18,280.109985,281.220001,279.220001,280.5,65584900,Thursday,11/9/18,279.029999,279.23999,276.179993,277.76001,98812600,Friday,1.506636436,11/12/18,277.190002,277.459991,271.98999,272.570007,99673600,Monday,0,-0.976823529,0,-0.455144251,0,-0.205216006,0.99794784,0,-1.868520598,0,0,Baseline,Baseline,0.2999999999999971,1,1,11/8/18,Pause,Match,
11/12/18 to 11/19/18,11/15/18,268.779999,273.540009,267.01001,273.019989,135101400,Thursday,11/16/18,271.790009,274.75,271.209991,273.730011,126668000,Friday,0.937577257,11/19/18,273.049988,273.380005,268.070007,269.100006,103061700,Monday,1,0.2600622769785478,1,0.7137870914158558,0,-0.248428368,0.997515716,0,-1.691449536,0,0,Baseline,,,0,0,,,,
11/26/18 to 12/3/18,11/29/18,273.709991,275.549988,272.429993,273.980011,82346400,Thursday,11/30/18,273.809998,276.279999,273.450012,275.649994,98204200,Friday,1.192574296,12/3/18,280.279999,280.399994,277.51001,279.299988,103176300,Monday,1,0.6095273132900203,1,0.6719973753478443,1,1.6796680938799449,1.016796681,1,1.3241407870300888,0,0,Baseline,,,0,0,,,,
12/3/18 to 12/10/18,12/6/18,265.920013,269.970001,262.440002,269.839996,204185400,Thursday,12/7/18,269.459991,271.220001,262.630005,263.570007,161018900,Friday,0.788591643,12/10/18,263.369995,265.160004,258.619995,264.070007,151445900,Monday,0,-2.323595128,0,-2.185847323,0,-0.075885721,0.999241143,1,0.18970292,0,1,Baseline,Baseline,0.4000000000000057,1,0,,,,
12/10/18 to 12/17/18,12/13/18,266.519989,267.48999,264.119995,265.369995,96662700,Thursday,12/14/18,262.959991,264.029999,259.850006,260.470001,116961100,Friday,1.209992065,12/17/18,259.399994,260.649994,253.529999,255.360001,165492300,Monday,0,-1.846476276,0,-0.946908307,0,-0.410798555,0.995892014,0,-1.961838208,0,0,Baseline,,,0,0,,,,
12/17/18 to 12/24/18,12/20/18,249.860001,251.619995,244.649994,247.169998,252053400,Thursday,12/21/18,246.740005,249.710007,239.979996,240.699997,255345600,Friday,1.013061518,12/24/18,239.039993,240.839996,234.270004,234.339996,147311600,Monday,0,-2.617632015,0,-2.447924081,0,-0.689656843,0.993103432,0,-2.64229376,1,0,Baseline,Baseline,0.7000000000000028,1,1,12/19/18,Hike,Match,
12/24/18 to 12/31/18,12/27/18,242.570007,248.289993,238.960007,248.070007,186267300,Thursday,12/28/18,249.580002,251.399994,246.449997,247.75,153100200,Friday,0.82193815,12/31/18,249.559998,250.190002,247.470001,249.919998,144299400,Monday,0,-0.128998666,0,-0.733232625,1,0.7305743693239182,1.007305744,1,0.8758821392532765,0,0,Baseline,,,0,0,,,,
12/31/18 to 1/7/19,1/3/19,248.229996,248.570007,243.669998,244.210007,144140700,Thursday,1/4/19,247.589996,253.110001,247.169998,252.389999,142628800,Friday,0.989510943,1/7/19,252.690002,255.949997,251.690002,254.380005,103139100,Monday,1,3.3495728125506337,1,1.9386902045912933,1,0.1188648524856976,1.001188649,1,0.7884646808053684,0,1,Baseline,,,0,0,,,,
1/7/19 to 1/14/19,1/10/19,256.26001,259.160004,255.5,258.880005,96823900,Thursday,1/11/19,257.679993,259.01001,257.029999,258.980011,73858100,Friday,0.762808563,1/14/19,256.859985,258.299988,256.410004,257.399994,70908200,Monday,1,0.038630253,1,0.5045087066577054,0,-0.818606035,0.99181394,0,-0.610092259,0,0,Baseline,,,0,0,,,,
1/21/19 to 1/28/19,1/24/19,263.209991,264.200012,262.079987,263.549988,59204100,Thursday,1/25/19,265.609985,266.700012,263.660004,265.779999,96883400,Friday,1.636430585,1/28/19,263.390015,263.829987,261.790009,263.76001,85613700,Monday,1,0.8461434648215542,1,0.064008889,0,-0.899233956,0.99100766,0,-0.760022954,0,0,Baseline,,,0,0,,,,
1/28/19 to 2/4/19,1/31/19,267.51001,270.470001,267.269989,269.929993,104012100,Thursday,2/1/19,270.149994,271.200012,269.179993,270.059998,85782500,Friday,0.824735776,2/4/19,270.109985,272.029999,269.359985,271.959991,60744800,Monday,1,0.048162488,0,-0.033313345,1,0.018509591,1.000185096,1,0.7035447730396543,0,1,Baseline,Baseline,0.4000000000000057,1,1,1/30/19,Pause,Match,
2/4/19 to 2/11/19,2/7/19,270.940002,271.549988,268.290009,270.140015,95482000,Thursday,2/8/19,268.75,270.579987,267.829987,270.470001,75788900,Friday,0.793750655,2/11/19,271.200012,271.48999,270.029999,270.619995,68021400,Monday,1,0.1221536912996837,1,0.6400003720930325,1,0.2699046094949326,1.002699046,1,0.055456797,0,0,Baseline,,,0,0,,,,
2/18/19 to 2/25/19,2/21/19,277.700012,278.100006,276.350006,277.420013,64214700,Thursday,2/22/19,278.109985,279.359985,277.399994,279.140015,78114600,Friday,1.216459783,2/25/19,280.730011,281.309998,279.429993,279.519989,69030700,Monday,1,0.6199992500180664,1,0.3703678600392613,1,0.5696051854120538,1.005696052,1,0.1361230850403172,0,0,Baseline,,,0,0,,,,
2/25/19 to 3/4/19,2/28/19,278.959991,279.450012,278.320007,278.679993,69268300,Thursday,3/1/19,280.440002,280.880005,278.820007,280.420013,78880500,Friday,1.138767661,3/4/19,281.600006,281.869995,276.839996,279.399994,106494600,Monday,1,0.6243792319888419,0,-0.007127728,1,0.4207948596022726,1.004207949,0,-0.363746863,0,0,Baseline,Baseline,-2,1,0,,,,
3/4/19 to 3/11/19,3/7/19,276.829987,276.98999,274.070007,275.01001,94885100,Thursday,3/8/19,272.940002,274.649994,272.420013,274.459991,85795800,Friday,0.904207299,3/11/19,275.26001,278.619995,275.230011,278.440002,65098900,Monday,0,-0.199999629,1,0.5568949178801609,1,0.2914883867353986,1.002914884,1,1.450124291521962,0,1,Baseline,,,0,0,,,,
3/11/19 to 3/18/19,3/14/19,281.369995,281.839996,280.670013,281.160004,67518400,Thursday,3/15/19,280.540009,282.209991,280.329987,281.309998,81309000,Friday,1.204249508,3/18/19,281.549988,282.660004,281.299988,282.329987,62199800,Monday,1,0.053348271,1,0.2744667339053266,1,0.085311579,1.000853116,1,0.3625854065805402,1,0,Baseline,Baseline,2.5,1,0,,,,
3/18/19 to 3/25/19,3/21/19,280.640015,285.179993,280.589996,284.730011,79550400,Thursday,3/22/19,283.220001,283.799988,279.179993,279.25,122659300,Friday,1.541906766,3/25/19,278.869995,280.190002,277.640015,279.040009,85575200,Monday,0,-1.924634141,0,-1.401737514,0,-0.136080573,0.998639194,0,-0.075198209,0,0,Baseline,,,0,1,3/20/19,Pause,Match,
3/25/19 to 4/1/19,3/28/19,280.350006,281.209991,279.070007,280.709991,56238500,Thursday,3/29/19,282.390015,282.839996,281.140015,282.480011,82186800,Friday,1.461397441,4/1/19,284.700012,286.160004,284.399994,285.829987,77617900,Monday,1,0.6305511227778096,1,0.031869399,1,0.7858966700479295,1.007858967,1,1.185916124875833,0,0,Baseline,Baseline,0.6000000000000085,1,0,,,,
4/1/19 to 4/8/19,4/4/19,286.779999,287.459991,286.01001,287.179993,48997500,Thursday,4/5/19,287.920013,288.630005,287.600006,288.570007,58621700,Friday,1.196422266,4/8/19,288.100006,288.910004,287.369995,288.790009,53566300,Monday,1,0.4840218796160883,1,0.225755061,0,-0.162872436,0.998371276,1,0.076238692,0,1,Baseline,,,0,0,,,,
4/8/19 to 4/15/19,4/11/19,288.829987,288.839996,287.579987,288.209991,55093100,Thursday,4/12/19,290,290.470001,288.26001,290.160004,69727800,Friday,1.265635806,4/15/19,290.23999,290.350006,289.079987,289.970001,49596700,Monday,1,0.6765945181962871,1,0.055173793,1,0.02756617,1.000275662,0,-0.065482147,0,0,Baseline,Baseline,-1.2,1,0,,,,
4/22/19 to 4/29/19,4/25/19,292.119995,292.779999,290.730011,292.049988,57770900,Thursday,4/26/19,292.100006,293.48999,291.23999,293.410004,50916400,Friday,0.881350299,4/29/19,293.51001,294.450012,293.410004,293.869995,57197700,Monday,1,0.4656791836608567,1,0.4484758552178897,1,0.034084046,1.00034084,1,0.1567741364401475,0,0,Baseline,Baseline,0.1000000000000085,1,0,,,,
4/29/19 to 5/6/19,5/2/19,291.679993,292.700012,289.519989,291.179993,65030200,Thursday,5/3/19,292.820007,294.339996,291.299988,294.029999,56543700,Friday,0.869499094,5/6/19,289.25,293.309998,288.899994,292.820007,107198100,Monday,1,0.9787780989471864,1,0.413220399,0,-1.625684119,0.983743159,0,-0.411519914,0,1,Baseline,,,0,1,5/1/19,Pause,Match,
5/6/19 to 5/13/19,5/9/19,285.230011,287.329987,283.299988,286.660004,103471100,Thursday,5/10/19,285.619995,288.940002,282.299988,288.100006,112429300,Friday,1.086576832,5/13/19,282.420013,283.48999,279.929993,280.859985,127290500,Monday,1,0.502337954,1,0.8682904010274177,0,-1.97153519,0.980284648,0,-2.513023551,0,0,Baseline,,,0,0,,,,
5/13/19 to 5/20/19,5/16/19,285.839996,289.209991,285.76001,287.700012,76749600,Thursday,5/17/19,285.140015,288.600006,285.119995,285.839996,100353000,Friday,1.307537759,5/20/19,284.059998,285.959991,283.119995,283.950012,62877600,Monday,0,-0.646512312,1,0.245486766,0,-0.62272531,0.993772747,0,-0.66120348,0,0,Baseline,Baseline,4.6000000000000085,1,0,,,,
5/27/19 to 6/3/19,5/30/19,279.109985,280.040009,277.809998,279.029999,62523800,Thursday,5/31/19,276.200012,277.119995,275.23999,275.269989,86862800,Friday,1.389275764,6/3/19,275.309998,276.549988,273.089996,274.570007,96428000,Monday,0,-1.347528944,0,-0.33672084,1,0.014534458,1.000145345,0,-0.254289253,0,0,Baseline,Baseline,-2,1,0,,,,
6/3/19 to 6/10/19,6/6/19,283.290009,285.549988,282.570007,284.799988,69430400,Thursday,6/7/19,285.929993,288.850006,285.73999,287.649994,74272200,Friday,1.069736023,6/10/19,289.369995,290.820007,288.869995,288.970001,60799100,Monday,1,1.000704396097098,1,0.6015461973588646,1,0.5979492563452043,1.005979493,1,0.4588934564691951,0,1,Baseline,,,0,0,,,,
6/10/19 to 6/17/19,6/13/19,289.399994,289.980011,288.619995,289.579987,48945200,Thursday,6/14/19,289.26001,289.929993,288.410004,289.26001,52324700,Friday,1.069046607,6/17/19,289.519989,290.220001,289.179993,289.369995,39205700,Monday,0,-0.110496932,0,0,1,0.08987727,1.000898773,1,0.038022885,0,0,Baseline,Baseline,-0.2,1,0,,,,
6/17/19 to 6/24/19,6/20/19,296.040009,296.309998,293.130005,295.859985,116570000,Thursday,6/21/19,294.130005,295.519989,293.76001,294,83309500,Friday,0.714673587,6/24/19,294.230011,294.579987,293.470001,293.640015,47582700,Monday,0,-0.628670687,0,-0.044199843,1,0.078235034,1.00078235,0,-0.122443878,1,0,Baseline,,,0,1,6/19/19,Pause,Match,
6/24/19 to 7/1/19,6/27/19,291.309998,292.059998,290.890015,291.5,40355200,Thursday,6/28/19,292.579987,293.549988,292.01001,293,59350900,Friday,1.470712572,7/1/19,296.679993,296.920013,294.329987,295.660004,78705600,Monday,1,0.5145797598627788,1,0.1435549315271461,1,1.255970307167244,1.012559703,1,0.9078511945392544,0,0,Baseline,Baseline,0.2000000000000028,1,0,,,,
7/8/19 to 7/15/19,7/11/19,299.320007,299.579987,298.200012,299.309998,50826100,Thursday,7/12/19,299.850006,300.730011,299.51001,300.649994,40326000,Friday,0.793411259,7/15/19,301.130005,301.130005,300.190002,300.75,33900000,Monday,1,0.4476950348982278,1,0.2667960593604206,1,0.1596577447462016,1.001596577,1,0.033263264,0,0,Baseline,,,0,0,,,,
7/15/19 to 7/22/19,7/18/19,297.190002,299.25,296.700012,298.829987,51392600,Thursday,7/19/19,300.040009,300.070007,296.980011,297.170013,58678600,Friday,1.141771383,7/22/19,297.609985,298.5,297.040009,297.899994,43638100,Monday,0,-0.555491106,0,-0.956537766,1,0.1480539693619798,1.00148054,1,0.2456442332894501,0,0,Baseline,Baseline,-0.2,1,0,,,,
7/22/19 to 7/29/19,7/25/19,300.940002,301,299.109985,300,55394100,Thursday,7/26/19,300.76001,302.230011,300.619995,302.01001,45084100,Friday,0.813879095,7/29/19,301.880005,302.01001,300.850006,301.459991,38126500,Monday,1,0.6700033333333408,1,0.4156137646091978,0,-0.043046586,0.999569534,0,-0.18211946,0,0,Baseline,,,0,0,,,,
7/29/19 to 8/5/19,8/1/19,297.600006,300.869995,293.959991,294.839996,142646600,Thursday,8/2/19,293.850006,294.119995,290.899994,292.619995,116749700,Friday,0.818454138,8/5/19,288.089996,288.209991,281.720001,283.820007,178745400,Monday,0,-0.752951102,0,-0.418584643,0,-1.548082523,0.984519175,0,-3.00730919,0,1,Baseline,Baseline,-0.1,1,1,7/31/19,Cut,Match,
8/5/19 to 8/12/19,8/8/19,289.619995,293.619995,289.01001,293.619995,87713900,Thursday,8/9/19,292.579987,293.23999,289.649994,291.619995,93730000,Friday,1.068587761,8/12/19,289.959991,291.609985,287.019989,288.070007,65527600,Monday,0,-0.681152522,0,-0.328112668,0,-0.569235316,0.994307647,0,-1.217333537,0,0,Baseline,,,0,0,,,,
8/12/19 to 8/19/19,8/15/19,284.880005,285.640015,282.390015,284.649994,99556600,Thursday,8/16/19,286.480011,289.329987,284.709991,288.850006,83018300,Friday,0.833880426,8/19/19,292.190002,293.079987,291.440002,292.329987,53571800,Monday,1,1.4755004702371486,1,0.8272811047888493,1,1.1563080943816857,1.011563081,1,1.2047709633767532,0,0,Baseline,Shock,-5.1,1,0,,,,
8/19/19 to 8/26/19,8/22/19,293.230011,293.929993,290.399994,292.359985,51666400,Thursday,8/23/19,290.920013,292.76001,283.470001,284.850006,149161500,Friday,2.887011675,8/26/19,287.269989,288,285.579987,288,72423800,Monday,0,-2.568743804,0,-2.08648657,1,0.8495639631476792,1.00849564,1,1.1058430520096223,0,0,Baseline,,,0,0,,,,
