PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,UnemploymentRateOutcome,wasItPresidentialElectionWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial,FOMCPivotAction,PrecedingWeekFridayMonth,UnemploymentActualMinusPreviousInPercent,isItLastFridayOfTheMonth
2020-06-22 to 2020-06-29,6/25/20,253.339996,257.709991,252.059998,257.440002,4312300,Thursday,,0,6/26/20,255.649994,256.049988,249.699997,250.380005,5331400,Friday,1.236324003,6/29/20,252.179993,256.119995,250.949997,255.910004,3759000,Monday,0,-2.742385389,0,-2.061407832,1,0.7189024538920289,1.007189025,1,2.2086424193497303,0,0,Baseline,Baseline,-0.9,1,0,,,,,,Jun,0,1
2020-07-06 to 2020-07-13,7/9/20,260.869995,261.190002,255.350006,257.23999,3995600,Thursday,,0,7/10/20,257.200012,261.160004,256.459991,260.820007,3110100,Friday,0.778381219,7/13/20,263.059998,266.519989,260.579987,261.040009,4876000,Monday,1,1.3917031329382334,1,1.4074629980965785,1,0.8588263706319247,1.008588264,1,0.084350124,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2020-07-13 to 2020-07-20,7/16/20,267.160004,268.929993,266.019989,267.470001,2478100,Thursday,,0,7/17/20,267.950012,268.070007,266.170013,266.73999,3415100,Friday,1.378112263,7/20/20,266.390015,267.640015,265.029999,266.820007,4017400,Monday,0,-0.272931917,0,-0.451584977,0,-0.131204549,0.998687955,1,0.029998126640102978,0,0,Baseline,Shock,-5.8,1,0,,,,,,Jul,0,0
2020-07-20 to 2020-07-27,7/23/20,269.640015,269.779999,265.619995,266.690002,2838000,Thursday,,0,7/24/20,265.149994,266.339996,264.049988,264.690002,2637700,Friday,0.929422128,7/27/20,264.769989,266.309998,264.350006,265.950012,2637900,Monday,0,-0.749934375,0,-0.173483692,1,0.030219124030237045,1.000302191,1,0.4760323361212648,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2020-07-27 to 2020-08-03,7/30/20,262.480011,263.820007,259.940002,263.279999,3055600,Thursday,,0,7/31/20,263.76001,264.48999,260.179993,264.350006,3306800,Friday,1.082209713,8/3/20,265.670013,267.149994,265.350006,266.720001,2569300,Monday,1,0.4064140854087562,1,0.22368667638433323,1,0.49934063553604585,1.004993406,1,0.8965367679999284,0,0,Baseline,Baseline,-0.5,1,1,7/29/20,Pause,Match,,,Jul,0,1
2020-08-03 to 2020-08-10,8/6/20,271.630005,274.029999,271.570007,273.899994,1948100,Thursday,TIGHT,0,8/7/20,273.230011,274.820007,272.480011,274.619995,2311300,Friday,1.186438068,8/10/20,275.51001,278.279999,275.480011,278.140015,2313900,Monday,1,0.26287003131516123,1,0.5087230333566933,1,0.32408965705501713,1.003240897,1,1.2817784808422228,0,1,Baseline,,,0,0,,,,,,Aug,-0.9,0
2020-08-10 to 2020-08-17,8/13/20,279.130005,280.220001,278.230011,279.420013,1668300,Thursday,,0,8/14/20,278.230011,280.160004,277.899994,279.799988,2247000,Friday,1.346880058,8/17/20,280.140015,280.25,278.5,278.950012,2436900,Monday,1,0.13598703826558114,1,0.5642730611112956,1,0.1215250230818525,1.00121525,0,-0.303779856,0,0,Baseline,Baseline,0.7999999999999972,1,0,,,,,,Aug,0,0
2020-08-17 to 2020-08-24,8/20/20,276.040009,278.339996,275.869995,277.869995,2063700,Thursday,,0,8/21/20,277.040009,279.609985,276.859985,279.290009,2601200,Friday,1.260454523,8/24/20,281.720001,283.25,280.470001,283.179993,2622800,Monday,1,0.5110353854506603,1,0.8121570628450276,1,0.8700604825430857,1.008700605,1,1.3928117278266217,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2020-08-24 to 2020-08-31,8/27/20,284.440002,286.450012,283.679993,285.040009,3432800,Thursday,,0,8/28/20,286.230011,287.450012,285,286.700012,2715500,Friday,0.791045211,8/31/20,286.26001,286.339996,283.890015,284.279999,4070100,Monday,1,0.5823754376881237,1,0.16420395553840955,0,-0.153471218,0.998465288,0,-0.844092396,0,0,Baseline,Baseline,1.2999999999999972,1,0,,,,,,Aug,0,1
2020-09-07 to 2020-09-14,9/10/20,281.130005,282.170013,274.850006,275.790009,3455800,Thursday,,0,9/11/20,276.950012,278.820007,274.959991,277.089996,2787500,Friday,0.806614966,9/14/20,278.920013,281.429993,278.670013,280.529999,2371700,Monday,1,0.47136841712057354,1,0.050544861503732275,1,0.660441382,1.006604414,1,1.2414749899523583,0,0,Baseline,,,0,0,,,,,,Sep,0,0
2020-09-14 to 2020-09-21,9/17/20,277.690002,281.149994,277.089996,279.570007,3305300,Thursday,,0,9/18/20,279.019989,279.399994,274.769989,276.519989,3156700,Friday,0.955041902,9/21/20,271.579987,272.170013,267.049988,271.440002,5936900,Monday,0,-1.09096753,0,-0.895993154,0,-1.786490018,0.9821351,0,-1.837113844,1,0,Baseline,Baseline,3.9000000000000057,1,1,9/16/20,Pause,Match,,,Sep,0,0
2020-09-21 to 2020-09-28,9/24/20,266.859985,270.880005,265.269989,268.100006,4432100,Thursday,,0,9/25/20,266.76001,272.309998,266.230011,271.700012,3606800,Friday,0.813790303,9/28/20,275.26001,277.119995,274.720001,275.899994,2790200,Monday,1,1.3427847517467073,1,1.851852532169268,1,1.3102678847139717,1.013102679,1,1.5458159052271139,0,0,Baseline,,,0,0,,,,,,Sep,0,1
2020-09-28 to 2020-10-05,10/1/20,279.329987,280.350006,276.570007,278.140015,2968000,Thursday,TIGHT,0,10/2/20,274.170013,278.51001,273.600006,276.799988,4771600,Friday,1.607681941,10/5/20,278.790009,281.589996,278.75,281.51001,1862500,Monday,0,-0.481781451,1,0.95924969,1,0.7189382537112007,1.007189383,1,1.7015976171212976,0,1,Baseline,Baseline,1.4000000000000057,1,0,,,,,,Oct,-0.5,0
2020-10-05 to 2020-10-12,10/8/20,284.519989,284.679993,282.690002,284.290009,2148000,Thursday,,0,10/9/20,285.609985,286.809998,284.410004,285.929993,2549100,Friday,1.186731844,10/12/20,286.950012,289.609985,286.679993,288.459991,2534800,Monday,1,0.5768700791732807,1,0.11204370183347401,1,0.35673732206190434,1.003567373,1,0.8848312740664382,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2020-10-12 to 2020-10-19,10/15/20,282.029999,285.399994,281.660004,285.040009,3128000,Thursday,,0,10/16/20,286.23999,288.369995,285.890015,285.970001,2409300,Friday,0.770236573,10/19/20,286.640015,287.059998,281.279999,282.029999,2837600,Monday,1,0.3262671802680258,0,-0.0943226,1,0.23429520497151046,1.002342952,0,-1.377767593,0,0,Baseline,Baseline,0.7000000000000028,1,0,,,,,,Oct,0,0
2020-10-19 to 2020-10-26,10/22/20,282.100006,284.160004,280.299988,283.649994,2324200,Thursday,,0,10/23/20,284.450012,284.540009,281.51001,283.339996,2161000,Friday,0.929782291,10/26/20,280.140015,280.390015,273.700012,277,5140600,Monday,0,-0.109288915,0,-0.390232362,0,-1.129378501,0.988706215,0,-2.237593029,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2020-10-26 to 2020-11-02,10/29/20,265.130005,268.940002,262.809998,266.589996,5479400,Thursday,,0,10/30/20,265.029999,266.320007,261.410004,265.059998,5271200,Friday,0.962003139,11/2/20,268.899994,270.5,266.929993,269.200012,5062900,Monday,0,-0.573914259,1,0.011319095994122568,1,1.448727091592291,1.014487271,1,1.561915804436099,0,0,Baseline,Baseline,0.5999999999999943,1,0,,,,,,Oct,0,1
2020-11-02 to 2020-11-09,11/5/20,282.290009,284.959991,282.070007,283.910004,4316200,Thursday,TIGHT,1,11/6/20,283.950012,284.380005,281.890015,283.220001,3078200,Friday,0.713173625,11/9/20,298.609985,299.48999,291.390015,291.720001,10839300,Monday,0,-0.243035818,0,-0.257091378,1,5.4339326126900085,1.054339326,1,3.0012004695953656,0,1,Baseline,,,0,1,11/5/20,Pause,Match,,,Nov,-1,0
2020-11-09 to 2020-11-16,11/12/20,292.220001,293.320007,289.190002,291.049988,4361900,Thursday,,0,11/13/20,292.970001,295.920013,292.420013,295.149994,3090400,Friday,0.70849859,11/16/20,299.279999,300.079987,297.570007,299.980011,4615000,Monday,1,1.4086947840726274,1,0.7441010999620973,1,1.3992902198737578,1.013992902,1,1.6364618323522644,0,0,Baseline,Baseline,-5,1,0,,,,,,Nov,0,0
2020-11-16 to 2020-11-23,11/19/20,294.059998,295.809998,292.899994,295.329987,3266600,Thursday,,0,11/20/20,294.220001,294.589996,292.200012,292.529999,3090200,Friday,0.945998898,11/23/20,294.26001,296.649994,293.480011,295.890015,2855600,Monday,0,-0.948087943,0,-0.574400787,1,0.5913960981485689,1.005913961,1,1.1486056170259755,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2020-11-30 to 2020-12-07,12/3/20,299.380005,301.399994,299.049988,300.059998,3140900,Thursday,TIGHT,0,12/4/20,300.73999,302.589996,300.600006,302.589996,2747300,Friday,0.8746856,12/7/20,301.769989,302.160004,300,301.100006,2589900,Monday,1,0.8431640394798567,1,0.615151314,0,-0.270996071,0.997290039,0,-0.492412181,0,1,Baseline,,,0,0,,,,,,Dec,-0.2,0
2020-12-07 to 2020-12-14,12/10/20,299.98999,301.149994,299.200012,300.540009,2413000,Thursday,,0,12/11/20,299.429993,301.179993,298.679993,300.929993,2454300,Friday,1.017115624,12/14/20,303.019989,303.799988,299,299.100006,3646100,Monday,1,0.12976109280679057,1,0.5009518201471554,1,0.6945123612188383,1.006945124,0,-0.608110538,0,0,Baseline,Baseline,4.900000000000006,1,0,,,,,,Dec,0,0
2020-12-14 to 2020-12-21,12/17/20,303.220001,303.709991,302.850006,303.48999,3002900,Thursday,,0,12/18/20,303.070007,303.140015,300.230011,301.899994,4442100,Friday,1.479270039,12/21/20,298.790009,302.970001,297.420013,302.140015,6340800,Monday,0,-0.523903935,0,-0.386053708,0,-1.030137483,0.989698625,1,0.07950348,1,0,Baseline,,,0,1,12/16/20,Pause,Match,,,Dec,0,0
2021-01-04 to 2021-01-11,1/7/21,309.720001,311.980011,309.059998,310.5,4107900,Thursday,BASELINE,0,1/8/21,311.25,311.429993,307.98999,311.040009,3234900,Friday,0.787482655,1/11/21,308.48999,311,308.420013,310.170013,2811400,Monday,1,0.17391594202898478,0,-0.067466988,0,-0.819836332,0.991801637,0,-0.279705496,0,1,Shock,,,0,0,,,,,,Jan,0,0
2021-01-18 to 2021-01-25,1/21/21,312.01001,312.709991,311.200012,311.869995,1930000,Thursday,,0,1/22/21,309.859985,311.019989,309.089996,309.970001,2049700,Friday,1.062020725,1/25/21,308.98999,309.779999,305.619995,309.649994,4546400,Monday,0,-0.60922629,1,0.035505068523136375,0,-0.316163176,0.996838368,0,-0.103238055,0,0,Baseline,,,0,0,,,,,,Jan,0,0
2021-01-25 to 2021-02-01,1/28/21,304.980011,309.420013,304.829987,306.070007,6392100,Thursday,,0,1/29/21,303.920013,304.779999,298.589996,299.809998,5929900,Friday,0.927691995,2/1/21,302.279999,303.350006,300.140015,302.019989,3138600,Monday,0,-2.045286652,0,-1.352334438,1,0.8238554472756334,1.008238554,1,0.737130521,0,0,Baseline,Baseline,-0.2,1,1,1/27/21,Pause,Match,,,Jan,0,1
2021-02-01 to 2021-02-08,2/4/21,307.850006,310.670013,307.769989,310.670013,2638800,Thursday,TIGHT,0,2/5/21,312.359985,312.549988,310.869995,311.540009,1955600,Friday,0.741094437,2/8/21,312.700012,313.890015,312.410004,313.890015,1690000,Monday,1,0.2800386144767743,0,-0.262509937,1,0.37234479247897095,1.003723448,1,0.7543191667558845,0,1,Baseline,,,0,0,,,,,,Feb,-0.4,0
2021-02-15 to 2021-02-22,2/18/21,314.75,316,313.380005,315.559998,2609600,Thursday,,0,2/19/21,315.609985,316.339996,314.579987,314.920013,2314900,Friday,0.887070815,2/22/21,312.899994,316.48999,312.769989,315.209991,2978000,Monday,0,-0.202809293,0,-0.21861539,0,-0.641438752,0.993585612,1,0.09207989,0,0,Baseline,,,0,0,,,,,,Feb,0,0
2021-02-22 to 2021-03-01,2/25/21,319.709991,319.920013,312.959991,313.980011,7648600,Thursday,,0,2/26/21,314.420013,314.440002,308.779999,309.450012,7925600,Friday,1.036215778,3/1/21,313.480011,316.920013,313.450012,315.589996,4749700,Monday,0,-1.442766686,0,-1.580688504,1,1.3023101773219434,1.013023102,1,1.9841602074327822,0,0,Baseline,Baseline,0.2999999999999971,1,0,,,,,,Feb,0,1
2021-03-01 to 2021-03-08,3/4/21,313.190002,314.920013,305.679993,309.579987,8577600,Thursday,,0,3/5/21,312.5,316.049988,307.899994,315.23999,7016100,Friday,0.817956072,3/8/21,316.75,321.730011,315.829987,318.25,8230700,Monday,1,1.828284526673864,1,0.8767967999999928,1,0.47900331426860615,1.004790033,1,0.9548312699794284,0,1,Upbeat,,,0,0,,,,,,Mar,0,0
2021-03-08 to 2021-03-15,3/11/21,324.709991,326.970001,323.829987,325.329987,5745900,Thursday,,0,3/12/21,325.670013,328.48999,325.5,328.309998,4257200,Friday,0.74091091,3/15/21,329.179993,330.23999,326.809998,330.089996,4456000,Monday,1,0.9159964095163444,1,0.8106318956667419,1,0.2649919299746751,1.002649919,1,0.5421699037017988,0,0,Baseline,Baseline,4.5,1,0,,,,,,Mar,0,0
2021-03-15 to 2021-03-22,3/18/21,330.299988,332.859985,328.769989,329.359985,5376500,Thursday,,0,3/19/21,328.089996,328.179993,324.980011,326.01001,5628800,Friday,1.046926439,3/22/21,325.549988,327.980011,325.029999,327.23999,3807600,Monday,0,-1.017116575,0,-0.633968126,0,-0.14110671,0.998588933,1,0.37728289385959496,1,0,Baseline,,,0,1,3/17/21,Pause,Match,,,Mar,0,0
2021-03-22 to 2021-03-29,3/25/21,322.709991,326.619995,320.619995,326.190002,5557900,Thursday,,0,3/26/21,327.600006,330.890015,326.679993,330.609985,4956600,Friday,0.891811655,3/29/21,329.290009,332.459991,328.899994,331.660004,5200900,Monday,1,1.3550332545140369,1,0.9187969917192208,0,-0.399254729,0.996007453,1,0.3176005104625077,0,0,Baseline,Baseline,1.3000000000000114,1,0,,,,,,Mar,0,1
2021-04-05 to 2021-04-12,4/8/21,334.299988,335.149994,333.429993,335.130005,2665000,Thursday,,0,4/9/21,335.720001,338.079987,335.359985,337.859985,3034700,Friday,1.138724203,4/12/21,337.26001,337.859985,336.649994,337.549988,2951500,Monday,1,0.8146032761226534,1,0.6374311907618425,0,-0.177580959,0.99822419,0,-0.091753097,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2021-04-12 to 2021-04-19,4/15/21,338.829987,340.720001,338.829987,340.440002,3881800,Thursday,,0,4/16/21,341.730011,342.429993,340.980011,341.859985,3748900,Friday,0.965763306,4/19/21,341.070007,341.309998,339.649994,340.75,3222800,Monday,1,0.41710227695275426,1,0.038034119280206925,0,-0.231082325,0.997689177,0,-0.324689946,0,0,Baseline,Shock,-3.1,1,0,,,,,,Apr,0,0
2021-04-19 to 2021-04-26,4/22/21,341.119995,341.209991,337.089996,338.119995,4962500,Thursday,,0,4/23/21,337.75,341.589996,337.130005,340.429993,3613900,Friday,0.728241814,4/26/21,341.149994,341.480011,339.390015,339.869995,2090900,Monday,1,0.6831888188097267,1,0.7934842339008215,1,0.2114975221939296,1.002114975,0,-0.164497257,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2021-04-26 to 2021-05-03,4/29/21,339.890015,340.859985,337.369995,340.570007,3688400,Thursday,,0,4/30/21,338.920013,339.649994,337.850006,338.940002,2909600,Friday,0.788851535,5/3/21,340.790009,342.179993,340.549988,341.109985,2698400,Monday,0,-0.478610848,1,0.005897852,1,0.5458213810950544,1.005458214,1,0.6402262899614906,0,0,Baseline,Baseline,0.8999999999999915,1,1,4/28/21,Pause,Match,,,Apr,0,1
2021-05-03 to 2021-05-10,5/6/21,342.929993,345.640015,341.910004,345.51001,4276700,Thursday,BASELINE,0,5/7/21,345.170013,348.290009,344.809998,347.880005,3526500,Friday,0.824584376,5/10/21,349.26001,351.089996,347.589996,347.73999,6092500,Monday,1,0.6859410527642774,1,0.7851180281990486,1,0.3966899448561408,1.003966899,0,-0.040248073,0,1,Baseline,,,0,0,,,,,,May,0.1,0
2021-05-10 to 2021-05-17,5/13/21,336.299988,342.040009,336.269989,340.450012,5741300,Thursday,,0,5/14/21,342.309998,344.929993,341.880005,344.26001,4677300,Friday,0.814676119,5/17/21,343.329987,345.130005,342.040009,343.649994,3262200,Monday,1,1.1191064372763209,1,0.5696625898727081,0,-0.270151331,0.997298487,0,-0.1771963,0,0,Baseline,Shock,-7.6,1,0,,,,,,May,0,0
2021-05-17 to 2021-05-24,5/20/21,339.73999,342.940002,339.339996,341.519989,4532800,Thursday,,0,5/21/21,342.290009,344.070007,341.279999,342.040009,4481000,Friday,0.988572185,5/24/21,343.369995,344.690002,343.049988,343.959991,2531800,Monday,1,0.15226634362534727,0,-0.073037481,1,0.3888393068075318,1.003888393,1,0.5613325779090377,0,0,Baseline,,,0,0,,,,,,May,0,0
2021-05-31 to 2021-06-07,6/3/21,344.609985,346.959991,343.559998,346.019989,4436400,Thursday,TIGHT,0,6/4/21,347.070007,347.98999,346.540009,347.899994,2594200,Friday,0.584753404,6/7/21,348.5,348.540009,346.019989,346.589996,2224300,Monday,1,0.543322658,1,0.23914109063305403,1,0.17246507914570633,1.001724651,0,-0.376544416,0,1,Baseline,,,0,0,,,,,,Jun,-0.3,0
2021-06-07 to 2021-06-14,6/10/21,346.540009,347.730011,344.799988,344.980011,3089400,Thursday,,0,6/11/21,346.029999,346.549988,343.570007,345.119995,3003000,Friday,0.972033405,6/14/21,344.829987,344.869995,342.470001,344.299988,2527000,Monday,1,0.040577423,0,-0.262984135,0,-0.084031063,0.999159689,0,-0.237600548,0,0,Baseline,Baseline,2.4000000000000057,1,0,,,,,,Jun,0,0
2021-06-14 to 2021-06-21,6/17/21,340.559998,341.279999,336.619995,338.649994,5169100,Thursday,,0,6/18/21,334.350006,335.25,332.679993,332.959991,7126600,Friday,1.378692616,6/21/21,335.26001,339.089996,334.410004,338.779999,5435700,Monday,0,-1.680201713,0,-0.415736496,1,0.6907793915696075,1.006907794,1,1.7479601625770023,1,0,Baseline,,,0,1,6/16/21,Pause,Match,,,Jun,0,0
2021-06-21 to 2021-06-28,6/24/21,340.670013,342.320007,340.369995,341.980011,3704700,Thursday,,0,6/25/21,343.690002,344.980011,343.089996,344.450012,3638000,Friday,0.981995843,6/28/21,344.329987,344.420013,341.820007,342.799988,3606300,Monday,1,0.7222647290926091,1,0.22113241455304902,0,-0.034845405,0.999651546,0,-0.479031483,0,0,Baseline,Baseline,-0.9,1,0,,,,,,Jun,0,1
2021-07-05 to 2021-07-12,7/8/21,342.559998,345,341.529999,344.380005,6379900,Thursday,,0,7/9/21,346.570007,349.070007,345.839996,348.730011,5063100,Friday,0.793601781,7/12/21,348.01001,350.290009,347.369995,350.029999,3999800,Monday,1,1.2631412790646797,1,0.6232518557210333,0,-0.206463733,0.997935363,1,0.37277778195005556,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2021-07-12 to 2021-07-19,7/15/21,347.899994,350,347.640015,349.940002,5082600,Thursday,,0,7/16/21,350.720001,350.73999,346.339996,346.73999,5710400,Friday,1.123519459,7/19/21,341.790009,350.029999,337.380005,339.880005,9715300,Monday,0,-0.9144459,0,-1.134811527,0,-1.427577188,0.985724228,0,-1.978423371,0,0,Baseline,Shock,-5.7,1,0,,,,,,Jul,0,0
2021-07-19 to 2021-07-26,7/22/21,347.769989,348.809998,346.679993,348.26001,2429300,Thursday,,0,7/23/21,350,350.98999,349.209991,350.570007,4142300,Friday,1.705141399,7/26/21,350,351.450012,349.48999,351.410004,2466600,Monday,1,0.6632966558520321,1,0.16285914285713585,0,-0.162594343,0.998374057,1,0.23960891782737118,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2021-07-26 to 2021-08-02,7/29/21,350.950012,351.709991,350.380005,350.820007,2425700,Thursday,,0,7/30/21,349.880005,351.01001,348.670013,349.480011,3576700,Friday,1.474502206,8/2/21,350.450012,351.910004,348.059998,348.350006,2827100,Monday,0,-0.381961112,0,-0.114323195,1,0.27755550230883586,1.002775555,0,-0.323338951,0,0,Baseline,Baseline,0.4000000000000057,1,1,7/28/21,Pause,Match,,,Jul,0,1
2021-08-02 to 2021-08-09,8/5/21,348.850006,350.649994,348.670013,350.609985,2261400,Thursday,TIGHT,0,8/6/21,351.619995,352.48999,351.459991,352.089996,2123700,Friday,0.939108517,8/9/21,351.600006,352.059998,350.549988,351.149994,2322500,Monday,1,0.42212460092943177,1,0.13366731320269995,0,-0.139166124,0.998608339,0,-0.266977764,0,1,Baseline,,,0,0,,,,,,Aug,-0.5,0
2021-08-09 to 2021-08-16,8/12/21,355.190002,355.25,353.73999,355.230011,3118600,Thursday,,0,8/13/21,355.850006,356.369995,355,355.390015,2414900,Friday,0.774353877,8/16/21,354.410004,356.600006,352.660004,356.570007,3634600,Monday,1,0.045042366,0,-0.129265419,0,-0.275756481,0.997242435,1,0.33202733622101627,0,0,Baseline,Shock,-11,1,0,,,,,,Aug,0,0
2021-08-16 to 2021-08-23,8/19/21,347.329987,350.480011,347.309998,349.480011,5442200,Thursday,,0,8/20/21,348.980011,351.75,348.529999,351.160004,3394800,Friday,0.623791849,8/23/21,352.959991,354.309998,352.920013,353.450012,3569200,Monday,1,0.48071218585374953,1,0.6246756064203415,1,0.5125831471399537,1.005125831,1,0.652126658,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2021-08-23 to 2021-08-30,8/26/21,354.470001,355,352.070007,352.160004,3008900,Thursday,,0,8/27/21,352.649994,354.850006,352.649994,354.570007,3163700,Friday,1.051447373,8/30/21,354.959991,355.220001,353.880005,354.079987,2482000,Monday,1,0.6843488677379617,1,0.5444528662036453,1,0.10998787046306113,1.001099879,0,-0.138201199,0,0,Baseline,Baseline,-0.4,1,0,,,,,,Aug,0,1
2021-09-06 to 2021-09-13,9/9/21,350.559998,352.51001,348.920013,349.309998,3484700,Thursday,,0,9/10/21,351.25,351.660004,346.570007,346.700012,4539000,Friday,1.302551152,9/13/21,348.910004,349.940002,347.470001,349.299988,5439700,Monday,0,-0.747183309,0,-1.295370249,1,0.6374363782831365,1.006374364,1,0.7499209431812681,0,0,Baseline,,,0,0,,,,,,Sep,0,0
2021-09-13 to 2021-09-20,9/16/21,348.910004,350.079987,346,348.179993,3646000,Thursday,,0,9/17/21,346.850006,347.700012,345.059998,345.640015,5380900,Friday,1.475836533,9/20/21,340.220001,342.160004,335.98999,339.399994,10010600,Monday,0,-0.729501422,0,-0.348851371,0,-1.568109526,0.984318905,0,-1.805352601,1,0,Baseline,Baseline,-1,1,0,,,,,,Sep,0,0
2021-09-20 to 2021-09-27,9/23/21,344.809998,348.670013,344.529999,347.559998,5592200,Thursday,,0,9/24/21,346.5,348.429993,346.309998,347.869995,3121600,Friday,0.558206073,9/27/21,348.290009,350.5,348.170013,348.609985,3426000,Monday,1,0.08919237,1,0.3953809523809573,1,0.12073878346420207,1.001207388,1,0.21272027212349184,0,0,Baseline,,,0,1,9/22/21,Pause,Match,,,Sep,0,1
2021-09-27 to 2021-10-04,9/30/21,345.079987,345.440002,338.109985,338.290009,7926000,Thursday,,0,10/1/21,340.029999,344.779999,337.679993,343.179993,6219800,Friday,0.784733788,10/4/21,342.609985,344.029999,338.070007,340.01001,7037700,Monday,1,1.4455005675322876,1,0.926387086,0,-0.16609593,0.998339041,0,-0.923708568,0,0,Baseline,Baseline,1.7999999999999972,1,0,,,,,,Oct,0,0
2021-10-04 to 2021-10-11,10/7/21,346.869995,349.769989,346.769989,347.630005,5310400,Thursday,TIGHT,0,10/8/21,347.920013,348.459991,346.579987,347.529999,3658300,Friday,0.688893492,10/11/21,347.660004,349.559998,344.859985,344.980011,4098400,Monday,0,-0.028767943,0,-0.112098754,1,0.037408281407108016,1.000374083,0,-0.733746154,0,1,Baseline,,,0,0,,,,,,Oct,-0.4,0
2021-10-11 to 2021-10-18,10/14/21,347.209991,349.220001,346.600006,349.130005,4473900,Thursday,,0,10/15/21,351.649994,353.079987,350.920013,352.850006,4206800,Friday,0.940298174,10/18/21,351.339996,353.130005,350.25,352.5,3310600,Monday,1,1.0655059567280747,1,0.34125181870471333,0,-0.427946712,0.995720533,0,-0.09919399,0,0,Baseline,Baseline,-1.7,1,0,,,,,,Oct,0,0
2021-10-18 to 2021-10-25,10/21/21,355.390015,356.089996,354.299988,355.959991,2243800,Thursday,,0,10/22/21,355.970001,357.619995,355.320007,356.73999,3872300,Friday,1.725777699,10/25/21,357.359985,357.890015,356.290009,357.549988,2518200,Monday,1,0.21912546907553307,1,0.21630727247714132,1,0.17379464522606988,1.001737946,1,0.22705556503491725,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2021-10-25 to 2021-11-01,10/28/21,355.75,357.380005,355.75,357.299988,2490500,Thursday,,0,10/29/21,356.649994,358.519989,356.390015,358.230011,2979600,Friday,1.196386268,11/1/21,359.450012,360.049988,357.980011,359.130005,2548400,Monday,1,0.2602919203008777,1,0.4430161297016587,1,0.3405635939307231,1.003405636,1,0.2512335573135419,0,0,Baseline,Baseline,0.2999999999999971,1,0,,,,,,Oct,0,1
